n1	t	n2
ls:fr:node:45692	ls:fr:lf:366	ls:fr:node:45706
ls:fr:node:45695	ls:fr:lf:366	ls:fr:node:45708
ls:fr:node:45696	ls:fr:lf:3	ls:fr:node:42385
ls:fr:node:45696	ls:fr:lf:366	ls:fr:node:46619
ls:fr:node:45696	ls:fr:lf:126	ls:fr:node:46972
ls:fr:node:45697	ls:fr:lf:3	ls:fr:node:45839
ls:fr:node:45697	ls:fr:lf:3	ls:fr:node:27098
ls:fr:node:45698	ls:fr:lf:3	ls:fr:node:48516
ls:fr:node:45698	ls:fr:lf:10	ls:fr:node:48490
ls:fr:node:45699	ls:fr:lf:3	ls:fr:node:41523
ls:fr:node:45699	ls:fr:lf:3	ls:fr:node:46683
ls:fr:node:45699	ls:fr:lf:4	ls:fr:node:27726
ls:fr:node:45699	ls:fr:lf:2	ls:fr:node:45703
ls:fr:node:45699	ls:fr:lf:126	ls:fr:node:46972
ls:fr:node:45701	ls:fr:lf:3	ls:fr:node:32092
ls:fr:node:45701	ls:fr:lf:31	ls:fr:node:45702
ls:fr:node:45702	ls:fr:lf:28	ls:fr:node:45701
ls:fr:node:45702	ls:fr:lf:3	ls:fr:node:32095
ls:fr:node:45702	ls:fr:lf:3	ls:fr:node:32096
ls:fr:node:45703	ls:fr:lf:3	ls:fr:node:41523
ls:fr:node:45703	ls:fr:lf:2	ls:fr:node:45699
ls:fr:node:45704	ls:fr:lf:3	ls:fr:node:29563
ls:fr:node:45704	ls:fr:lf:3	ls:fr:node:27727
ls:fr:node:45704	ls:fr:lf:3	ls:fr:node:27805
ls:fr:node:45704	ls:fr:lf:126	ls:fr:node:35894
ls:fr:node:45704	ls:fr:lf:126	ls:fr:node:39193
ls:fr:node:45704	ls:fr:lf:444	ls:fr:node:38653
ls:fr:node:45705	ls:fr:lf:3	ls:fr:node:31777
ls:fr:node:45706	ls:fr:lf:3	ls:fr:node:47010
ls:fr:node:45706	ls:fr:lf:3	ls:fr:node:46756
ls:fr:node:45706	ls:fr:lf:444	ls:fr:node:45572
ls:fr:node:45706	ls:fr:lf:126	ls:fr:node:39194
ls:fr:node:45707	ls:fr:lf:3	ls:fr:node:38515
ls:fr:node:45707	ls:fr:lf:3	ls:fr:node:40640
ls:fr:node:45708	ls:fr:lf:3	ls:fr:node:34253
ls:fr:node:45708	ls:fr:lf:125	ls:fr:node:39194
ls:fr:node:45708	ls:fr:lf:137	ls:fr:node:26943
ls:fr:node:45708	ls:fr:lf:128	ls:fr:node:46619
ls:fr:node:45709	ls:fr:lf:5	ls:fr:node:42712
ls:fr:node:45710	ls:fr:lf:3	ls:fr:node:38587
ls:fr:node:45711	ls:fr:lf:10	ls:fr:node:29108
ls:fr:node:45712	ls:fr:lf:21	ls:fr:node:48346
ls:fr:node:45713	ls:fr:lf:2	ls:fr:node:45715
ls:fr:node:45713	ls:fr:lf:2	ls:fr:node:45614
ls:fr:node:45713	ls:fr:lf:2	ls:fr:node:45684
ls:fr:node:45713	ls:fr:lf:2	ls:fr:node:45719
ls:fr:node:45713	ls:fr:lf:2	ls:fr:node:45860
ls:fr:node:45714	ls:fr:lf:4	ls:fr:node:38602
ls:fr:node:45715	ls:fr:lf:2	ls:fr:node:45713
ls:fr:node:45715	ls:fr:lf:2	ls:fr:node:45614
ls:fr:node:45715	ls:fr:lf:2	ls:fr:node:45684
ls:fr:node:45715	ls:fr:lf:2	ls:fr:node:45719
ls:fr:node:45715	ls:fr:lf:2	ls:fr:node:45860
ls:fr:node:45716	ls:fr:lf:3	ls:fr:node:45350
ls:fr:node:45718	ls:fr:lf:20	ls:fr:node:40328
ls:fr:node:45719	ls:fr:lf:2	ls:fr:node:45684
ls:fr:node:45719	ls:fr:lf:2	ls:fr:node:45713
ls:fr:node:45719	ls:fr:lf:2	ls:fr:node:45715
ls:fr:node:45719	ls:fr:lf:2	ls:fr:node:45614
ls:fr:node:45719	ls:fr:lf:2	ls:fr:node:45860
ls:fr:node:45720	ls:fr:lf:31	ls:fr:node:29122
ls:fr:node:45721	ls:fr:lf:3	ls:fr:node:45690
ls:fr:node:45721	ls:fr:lf:3	ls:fr:node:45724
ls:fr:node:45722	ls:fr:lf:2	ls:fr:node:45815
ls:fr:node:45722	ls:fr:lf:2	ls:fr:node:45820
ls:fr:node:45722	ls:fr:lf:594	ls:fr:node:42217
ls:fr:node:45722	ls:fr:lf:594	ls:fr:node:42219
ls:fr:node:45723	ls:fr:lf:13	ls:fr:node:39806
ls:fr:node:45724	ls:fr:lf:3	ls:fr:node:45690
ls:fr:node:45724	ls:fr:lf:3	ls:fr:node:45721
ls:fr:node:45724	ls:fr:lf:3	ls:fr:node:31311
ls:fr:node:45725	ls:fr:lf:2	ls:fr:node:45790
ls:fr:node:45726	ls:fr:lf:2	ls:fr:node:42536
ls:fr:node:45727	ls:fr:lf:3	ls:fr:node:27550
ls:fr:node:45728	ls:fr:lf:40	ls:fr:node:26746
ls:fr:node:45729	ls:fr:lf:31	ls:fr:node:26746
ls:fr:node:45731	ls:fr:lf:3	ls:fr:node:38941
ls:fr:node:45732	ls:fr:lf:3	ls:fr:node:40352
ls:fr:node:45733	ls:fr:lf:13	ls:fr:node:39525
ls:fr:node:45734	ls:fr:lf:4	ls:fr:node:44185
ls:fr:node:45734	ls:fr:lf:2	ls:fr:node:45681
ls:fr:node:45735	ls:fr:lf:4	ls:fr:node:44185
ls:fr:node:45735	ls:fr:lf:2	ls:fr:node:45745
ls:fr:node:45735	ls:fr:lf:3	ls:fr:node:55326
ls:fr:node:45737	ls:fr:lf:4	ls:fr:node:44185
ls:fr:node:45737	ls:fr:lf:23	ls:fr:node:34854
ls:fr:node:45737	ls:fr:lf:40	ls:fr:node:27714
ls:fr:node:45737	ls:fr:lf:40	ls:fr:node:55118
ls:fr:node:45737	ls:fr:lf:168	ls:fr:node:41570
ls:fr:node:45737	ls:fr:lf:2	ls:fr:node:34858
ls:fr:node:45737	ls:fr:lf:37	ls:fr:node:27296
ls:fr:node:45738	ls:fr:lf:4	ls:fr:node:44185
ls:fr:node:45739	ls:fr:lf:4	ls:fr:node:44185
ls:fr:node:45740	ls:fr:lf:3	ls:fr:node:45765
ls:fr:node:45740	ls:fr:lf:20	ls:fr:node:28776
ls:fr:node:45740	ls:fr:lf:228	ls:fr:node:29703
ls:fr:node:45740	ls:fr:lf:279	ls:fr:node:41576
ls:fr:node:45740	ls:fr:lf:789	ls:fr:node:46995
ls:fr:node:45740	ls:fr:lf:854	ls:fr:node:45214
ls:fr:node:45741	ls:fr:lf:3	ls:fr:node:31719
ls:fr:node:45742	ls:fr:lf:4	ls:fr:node:28805
ls:fr:node:45743	ls:fr:lf:387	ls:fr:node:45744
ls:fr:node:45744	ls:fr:lf:683	ls:fr:node:45743
ls:fr:node:45745	ls:fr:lf:2	ls:fr:node:45735
ls:fr:node:45746	ls:fr:lf:3	ls:fr:node:26443
ls:fr:node:45746	ls:fr:lf:21	ls:fr:node:44815
ls:fr:node:45747	ls:fr:lf:3	ls:fr:node:28096
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:45753
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40246
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40259
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:33995
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40260
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40245
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40252
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40254
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40257
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40261
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40258
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40247
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40253
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40255
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40256
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40248
ls:fr:node:45750	ls:fr:lf:2	ls:fr:node:40249
ls:fr:node:45750	ls:fr:lf:5	ls:fr:node:30421
ls:fr:node:45750	ls:fr:lf:5	ls:fr:node:40250
ls:fr:node:45751	ls:fr:lf:4	ls:fr:node:31751
ls:fr:node:45751	ls:fr:lf:119	ls:fr:node:45767
ls:fr:node:45751	ls:fr:lf:119	ls:fr:node:45861
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40246
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40259
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:33995
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:45750
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40260
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40245
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40252
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40254
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40257
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40261
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40258
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40247
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40253
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40255
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40256
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40248
ls:fr:node:45753	ls:fr:lf:2	ls:fr:node:40249
ls:fr:node:45753	ls:fr:lf:5	ls:fr:node:30421
ls:fr:node:45753	ls:fr:lf:5	ls:fr:node:40250
ls:fr:node:45757	ls:fr:lf:3	ls:fr:node:40050
ls:fr:node:45757	ls:fr:lf:3	ls:fr:node:40401
ls:fr:node:45765	ls:fr:lf:3	ls:fr:node:45740
ls:fr:node:45766	ls:fr:lf:3	ls:fr:node:47012
ls:fr:node:45766	ls:fr:lf:3	ls:fr:node:26594
ls:fr:node:45766	ls:fr:lf:3	ls:fr:node:30342
ls:fr:node:45766	ls:fr:lf:3	ls:fr:node:30899
ls:fr:node:45766	ls:fr:lf:3	ls:fr:node:47015
ls:fr:node:45766	ls:fr:lf:3	ls:fr:node:46440
ls:fr:node:45766	ls:fr:lf:55	ls:fr:node:34485
ls:fr:node:45766	ls:fr:lf:55	ls:fr:node:34487
ls:fr:node:45766	ls:fr:lf:55	ls:fr:node:26821
ls:fr:node:45766	ls:fr:lf:55	ls:fr:node:32124
ls:fr:node:45766	ls:fr:lf:103	ls:fr:node:30213
ls:fr:node:45766	ls:fr:lf:103	ls:fr:node:27139
ls:fr:node:45766	ls:fr:lf:103	ls:fr:node:40216
ls:fr:node:45766	ls:fr:lf:103	ls:fr:node:40215
ls:fr:node:45766	ls:fr:lf:103	ls:fr:node:28697
ls:fr:node:45766	ls:fr:lf:203	ls:fr:node:39971
ls:fr:node:45766	ls:fr:lf:207	ls:fr:node:38946
ls:fr:node:45766	ls:fr:lf:40	ls:fr:node:28748
ls:fr:node:45767	ls:fr:lf:3	ls:fr:node:53244
ls:fr:node:45768	ls:fr:lf:3	ls:fr:node:54446
ls:fr:node:45769	ls:fr:lf:3	ls:fr:node:26378
ls:fr:node:45770	ls:fr:lf:20	ls:fr:node:48205
ls:fr:node:45772	ls:fr:lf:6	ls:fr:node:29835
ls:fr:node:45772	ls:fr:lf:6	ls:fr:node:29834
ls:fr:node:45773	ls:fr:lf:3	ls:fr:node:34900
ls:fr:node:45773	ls:fr:lf:3	ls:fr:node:34897
ls:fr:node:45774	ls:fr:lf:505	ls:fr:node:31743
ls:fr:node:45775	ls:fr:lf:31	ls:fr:node:37776
ls:fr:node:45775	ls:fr:lf:63	ls:fr:node:54773
ls:fr:node:45776	ls:fr:lf:40	ls:fr:node:28577
ls:fr:node:45776	ls:fr:lf:632	ls:fr:node:47394
ls:fr:node:45776	ls:fr:lf:632	ls:fr:node:28608
ls:fr:node:45776	ls:fr:lf:295	ls:fr:node:47393
ls:fr:node:45776	ls:fr:lf:510	ls:fr:node:28341
ls:fr:node:45776	ls:fr:lf:510	ls:fr:node:28803
ls:fr:node:45776	ls:fr:lf:510	ls:fr:node:26221
ls:fr:node:45776	ls:fr:lf:545	ls:fr:node:29827
ls:fr:node:45776	ls:fr:lf:983	ls:fr:node:29536
ls:fr:node:45776	ls:fr:lf:641	ls:fr:node:47402
ls:fr:node:45777	ls:fr:lf:31	ls:fr:node:33996
ls:fr:node:45777	ls:fr:lf:31	ls:fr:node:33492
ls:fr:node:45777	ls:fr:lf:31	ls:fr:node:33493
ls:fr:node:45777	ls:fr:lf:3	ls:fr:node:47016
ls:fr:node:45777	ls:fr:lf:3	ls:fr:node:47038
ls:fr:node:45777	ls:fr:lf:103	ls:fr:node:28947
ls:fr:node:45777	ls:fr:lf:103	ls:fr:node:43165
ls:fr:node:45777	ls:fr:lf:249	ls:fr:node:32204
ls:fr:node:45777	ls:fr:lf:249	ls:fr:node:47357
ls:fr:node:45777	ls:fr:lf:362	ls:fr:node:34535
ls:fr:node:45777	ls:fr:lf:362	ls:fr:node:47268
ls:fr:node:45777	ls:fr:lf:362	ls:fr:node:47269
ls:fr:node:45777	ls:fr:lf:304	ls:fr:node:27013
ls:fr:node:45777	ls:fr:lf:304	ls:fr:node:27262
ls:fr:node:45777	ls:fr:lf:304	ls:fr:node:47067
ls:fr:node:45777	ls:fr:lf:304	ls:fr:node:34434
ls:fr:node:45777	ls:fr:lf:279	ls:fr:node:27262
ls:fr:node:45778	ls:fr:lf:3	ls:fr:node:50575
ls:fr:node:45779	ls:fr:lf:4	ls:fr:node:37476
ls:fr:node:45780	ls:fr:lf:3	ls:fr:node:29629
ls:fr:node:45781	ls:fr:lf:2	ls:fr:node:45789
ls:fr:node:45784	ls:fr:lf:5	ls:fr:node:42448
ls:fr:node:45787	ls:fr:lf:3	ls:fr:node:28378
ls:fr:node:45788	ls:fr:lf:3	ls:fr:node:39595
ls:fr:node:45789	ls:fr:lf:2	ls:fr:node:45781
ls:fr:node:45789	ls:fr:lf:3	ls:fr:node:45792
ls:fr:node:45789	ls:fr:lf:228	ls:fr:node:40843
ls:fr:node:45789	ls:fr:lf:228	ls:fr:node:45796
ls:fr:node:45789	ls:fr:lf:228	ls:fr:node:45795
ls:fr:node:45789	ls:fr:lf:569	ls:fr:node:29104
ls:fr:node:45789	ls:fr:lf:4	ls:fr:node:37697
ls:fr:node:45790	ls:fr:lf:2	ls:fr:node:45725
ls:fr:node:45790	ls:fr:lf:3	ls:fr:node:45793
ls:fr:node:45790	ls:fr:lf:170	ls:fr:node:30283
ls:fr:node:45790	ls:fr:lf:170	ls:fr:node:34128
ls:fr:node:45790	ls:fr:lf:170	ls:fr:node:45204
ls:fr:node:45790	ls:fr:lf:190	ls:fr:node:54535
ls:fr:node:45790	ls:fr:lf:190	ls:fr:node:38826
ls:fr:node:45790	ls:fr:lf:190	ls:fr:node:41629
ls:fr:node:45790	ls:fr:lf:190	ls:fr:node:38973
ls:fr:node:45790	ls:fr:lf:814	ls:fr:node:45802
ls:fr:node:45790	ls:fr:lf:112	ls:fr:node:45808
ls:fr:node:45790	ls:fr:lf:155	ls:fr:node:29398
ls:fr:node:45790	ls:fr:lf:815	ls:fr:node:34767
ls:fr:node:45792	ls:fr:lf:3	ls:fr:node:45789
ls:fr:node:45793	ls:fr:lf:3	ls:fr:node:45790
ls:fr:node:45794	ls:fr:lf:3	ls:fr:node:35711
ls:fr:node:45796	ls:fr:lf:13	ls:fr:node:50823
ls:fr:node:45797	ls:fr:lf:13	ls:fr:node:34983
ls:fr:node:45798	ls:fr:lf:13	ls:fr:node:34983
ls:fr:node:45799	ls:fr:lf:3	ls:fr:node:45800
ls:fr:node:45799	ls:fr:lf:3	ls:fr:node:42858
ls:fr:node:45801	ls:fr:lf:13	ls:fr:node:34996
ls:fr:node:45802	ls:fr:lf:40	ls:fr:node:45792
ls:fr:node:45802	ls:fr:lf:40	ls:fr:node:45789
ls:fr:node:45806	ls:fr:lf:3	ls:fr:node:45807
ls:fr:node:45807	ls:fr:lf:3	ls:fr:node:45806
ls:fr:node:45809	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:45809	ls:fr:lf:31	ls:fr:node:33343
ls:fr:node:45809	ls:fr:lf:31	ls:fr:node:33344
ls:fr:node:45809	ls:fr:lf:31	ls:fr:node:33345
ls:fr:node:45809	ls:fr:lf:31	ls:fr:node:33346
ls:fr:node:45809	ls:fr:lf:738	ls:fr:node:39118
ls:fr:node:45809	ls:fr:lf:2	ls:fr:node:45810
ls:fr:node:45810	ls:fr:lf:2	ls:fr:node:45809
ls:fr:node:45811	ls:fr:lf:3	ls:fr:node:54388
ls:fr:node:45811	ls:fr:lf:2	ls:fr:node:46303
ls:fr:node:45811	ls:fr:lf:2	ls:fr:node:45822
ls:fr:node:45811	ls:fr:lf:2	ls:fr:node:45832
ls:fr:node:45812	ls:fr:lf:2	ls:fr:node:45818
ls:fr:node:45812	ls:fr:lf:2	ls:fr:node:42219
ls:fr:node:45812	ls:fr:lf:683	ls:fr:node:45813
ls:fr:node:45813	ls:fr:lf:2	ls:fr:node:45819
ls:fr:node:45813	ls:fr:lf:2	ls:fr:node:42217
ls:fr:node:45813	ls:fr:lf:387	ls:fr:node:45812
ls:fr:node:45814	ls:fr:lf:3	ls:fr:node:42214
ls:fr:node:45814	ls:fr:lf:21	ls:fr:node:45816
ls:fr:node:45814	ls:fr:lf:2	ls:fr:node:45821
ls:fr:node:45815	ls:fr:lf:3	ls:fr:node:45722
ls:fr:node:45815	ls:fr:lf:594	ls:fr:node:45812
ls:fr:node:45815	ls:fr:lf:594	ls:fr:node:45813
ls:fr:node:45815	ls:fr:lf:2	ls:fr:node:45820
ls:fr:node:45816	ls:fr:lf:28	ls:fr:node:45814
ls:fr:node:45816	ls:fr:lf:31	ls:fr:node:45812
ls:fr:node:45816	ls:fr:lf:31	ls:fr:node:45813
ls:fr:node:45816	ls:fr:lf:104	ls:fr:node:45815
ls:fr:node:45816	ls:fr:lf:3	ls:fr:node:53091
ls:fr:node:45817	ls:fr:lf:40	ls:fr:node:28119
ls:fr:node:45817	ls:fr:lf:40	ls:fr:node:28700
ls:fr:node:45818	ls:fr:lf:2	ls:fr:node:45812
ls:fr:node:45818	ls:fr:lf:2	ls:fr:node:42219
ls:fr:node:45818	ls:fr:lf:683	ls:fr:node:45819
ls:fr:node:45819	ls:fr:lf:2	ls:fr:node:45813
ls:fr:node:45819	ls:fr:lf:2	ls:fr:node:42217
ls:fr:node:45819	ls:fr:lf:387	ls:fr:node:45818
ls:fr:node:45820	ls:fr:lf:2	ls:fr:node:45815
ls:fr:node:45820	ls:fr:lf:2	ls:fr:node:45722
ls:fr:node:45820	ls:fr:lf:594	ls:fr:node:45818
ls:fr:node:45820	ls:fr:lf:594	ls:fr:node:45819
ls:fr:node:45821	ls:fr:lf:2	ls:fr:node:45814
ls:fr:node:45821	ls:fr:lf:2	ls:fr:node:42214
ls:fr:node:45822	ls:fr:lf:2	ls:fr:node:45811
ls:fr:node:45822	ls:fr:lf:2	ls:fr:node:46303
ls:fr:node:45822	ls:fr:lf:2	ls:fr:node:45832
ls:fr:node:45823	ls:fr:lf:819	ls:fr:node:27308
ls:fr:node:45823	ls:fr:lf:819	ls:fr:node:38957
ls:fr:node:45823	ls:fr:lf:232	ls:fr:node:45205
ls:fr:node:45823	ls:fr:lf:296	ls:fr:node:46073
ls:fr:node:45823	ls:fr:lf:603	ls:fr:node:28608
ls:fr:node:45823	ls:fr:lf:544	ls:fr:node:47299
ls:fr:node:45824	ls:fr:lf:104	ls:fr:node:32675
ls:fr:node:45824	ls:fr:lf:179	ls:fr:node:27494
ls:fr:node:45824	ls:fr:lf:179	ls:fr:node:44140
ls:fr:node:45825	ls:fr:lf:20	ls:fr:node:33140
ls:fr:node:45825	ls:fr:lf:2	ls:fr:node:54724
ls:fr:node:45828	ls:fr:lf:2	ls:fr:node:45829
ls:fr:node:45829	ls:fr:lf:12	ls:fr:node:33673
ls:fr:node:45830	ls:fr:lf:10	ls:fr:node:44252
ls:fr:node:45831	ls:fr:lf:126	ls:fr:node:49108
ls:fr:node:45831	ls:fr:lf:366	ls:fr:node:49323
ls:fr:node:45832	ls:fr:lf:2	ls:fr:node:45822
ls:fr:node:45832	ls:fr:lf:2	ls:fr:node:45811
ls:fr:node:45832	ls:fr:lf:2	ls:fr:node:46303
ls:fr:node:45833	ls:fr:lf:3	ls:fr:node:42788
ls:fr:node:45835	ls:fr:lf:2	ls:fr:node:45940
ls:fr:node:45835	ls:fr:lf:132	ls:fr:node:44365
ls:fr:node:45835	ls:fr:lf:441	ls:fr:node:35120
ls:fr:node:45835	ls:fr:lf:441	ls:fr:node:28161
ls:fr:node:45835	ls:fr:lf:824	ls:fr:node:35622
ls:fr:node:45835	ls:fr:lf:31	ls:fr:node:33724
ls:fr:node:45835	ls:fr:lf:31	ls:fr:node:27927
ls:fr:node:45835	ls:fr:lf:825	ls:fr:node:46072
ls:fr:node:45835	ls:fr:lf:138	ls:fr:node:42334
ls:fr:node:45835	ls:fr:lf:202	ls:fr:node:46079
ls:fr:node:45835	ls:fr:lf:3	ls:fr:node:48957
ls:fr:node:45835	ls:fr:lf:165	ls:fr:node:40100
ls:fr:node:45836	ls:fr:lf:2	ls:fr:node:45977
ls:fr:node:45836	ls:fr:lf:287	ls:fr:node:34654
ls:fr:node:45836	ls:fr:lf:31	ls:fr:node:45974
ls:fr:node:45836	ls:fr:lf:619	ls:fr:node:27566
ls:fr:node:45836	ls:fr:lf:40	ls:fr:node:36505
ls:fr:node:45836	ls:fr:lf:255	ls:fr:node:29997
ls:fr:node:45838	ls:fr:lf:13	ls:fr:node:46805
ls:fr:node:45839	ls:fr:lf:3	ls:fr:node:45697
ls:fr:node:45845	ls:fr:lf:21	ls:fr:node:45925
ls:fr:node:45845	ls:fr:lf:104	ls:fr:node:45919
ls:fr:node:45846	ls:fr:lf:104	ls:fr:node:45922
ls:fr:node:45848	ls:fr:lf:2	ls:fr:node:42210
ls:fr:node:45848	ls:fr:lf:16	ls:fr:node:46188
ls:fr:node:45848	ls:fr:lf:4	ls:fr:node:29836
ls:fr:node:45848	ls:fr:lf:20	ls:fr:node:26518
ls:fr:node:45848	ls:fr:lf:20	ls:fr:node:56116
ls:fr:node:45849	ls:fr:lf:31	ls:fr:node:29133
ls:fr:node:45849	ls:fr:lf:232	ls:fr:node:45205
ls:fr:node:45849	ls:fr:lf:232	ls:fr:node:45907
ls:fr:node:45849	ls:fr:lf:232	ls:fr:node:34403
ls:fr:node:45849	ls:fr:lf:232	ls:fr:node:47299
ls:fr:node:45849	ls:fr:lf:819	ls:fr:node:27308
ls:fr:node:45849	ls:fr:lf:819	ls:fr:node:28596
ls:fr:node:45849	ls:fr:lf:819	ls:fr:node:38957
ls:fr:node:45849	ls:fr:lf:819	ls:fr:node:46019
ls:fr:node:45849	ls:fr:lf:819	ls:fr:node:34397
ls:fr:node:45849	ls:fr:lf:819	ls:fr:node:35099
ls:fr:node:45849	ls:fr:lf:304	ls:fr:node:46017
ls:fr:node:45849	ls:fr:lf:304	ls:fr:node:45989
ls:fr:node:45849	ls:fr:lf:3	ls:fr:node:45911
ls:fr:node:45849	ls:fr:lf:3	ls:fr:node:26948
ls:fr:node:45849	ls:fr:lf:603	ls:fr:node:28608
ls:fr:node:45849	ls:fr:lf:679	ls:fr:node:47299
ls:fr:node:45850	ls:fr:lf:824	ls:fr:node:35622
ls:fr:node:45850	ls:fr:lf:220	ls:fr:node:46072
ls:fr:node:45850	ls:fr:lf:306	ls:fr:node:46017
ls:fr:node:45850	ls:fr:lf:306	ls:fr:node:42062
ls:fr:node:45850	ls:fr:lf:826	ls:fr:node:34415
ls:fr:node:45850	ls:fr:lf:826	ls:fr:node:44642
ls:fr:node:45850	ls:fr:lf:826	ls:fr:node:27001
ls:fr:node:45851	ls:fr:lf:21	ls:fr:node:50342
ls:fr:node:45852	ls:fr:lf:3	ls:fr:node:29731
ls:fr:node:45853	ls:fr:lf:2	ls:fr:node:45938
ls:fr:node:45854	ls:fr:lf:5	ls:fr:node:42208
ls:fr:node:45856	ls:fr:lf:4	ls:fr:node:47640
ls:fr:node:45858	ls:fr:lf:330	ls:fr:node:50896
ls:fr:node:45859	ls:fr:lf:3	ls:fr:node:26323
ls:fr:node:45860	ls:fr:lf:2	ls:fr:node:45614
ls:fr:node:45860	ls:fr:lf:2	ls:fr:node:45713
ls:fr:node:45860	ls:fr:lf:2	ls:fr:node:45715
ls:fr:node:45860	ls:fr:lf:2	ls:fr:node:45684
ls:fr:node:45860	ls:fr:lf:2	ls:fr:node:45719
ls:fr:node:45860	ls:fr:lf:4	ls:fr:node:29399
ls:fr:node:45861	ls:fr:lf:3	ls:fr:node:45996
ls:fr:node:45861	ls:fr:lf:3	ls:fr:node:46001
ls:fr:node:45861	ls:fr:lf:3	ls:fr:node:46014
ls:fr:node:45861	ls:fr:lf:3	ls:fr:node:45998
ls:fr:node:45861	ls:fr:lf:3	ls:fr:node:46018
ls:fr:node:45862	ls:fr:lf:13	ls:fr:node:42203
ls:fr:node:45865	ls:fr:lf:3	ls:fr:node:28429
ls:fr:node:45868	ls:fr:lf:3	ls:fr:node:46614
ls:fr:node:45868	ls:fr:lf:3	ls:fr:node:44563
ls:fr:node:45869	ls:fr:lf:683	ls:fr:node:33588
ls:fr:node:45870	ls:fr:lf:3	ls:fr:node:42499
ls:fr:node:45878	ls:fr:lf:23	ls:fr:node:50787
ls:fr:node:45879	ls:fr:lf:3	ls:fr:node:50599
ls:fr:node:45880	ls:fr:lf:3	ls:fr:node:41456
ls:fr:node:45881	ls:fr:lf:3	ls:fr:node:54199
ls:fr:node:45881	ls:fr:lf:3	ls:fr:node:40663
ls:fr:node:45881	ls:fr:lf:3	ls:fr:node:46680
ls:fr:node:45884	ls:fr:lf:20	ls:fr:node:49162
ls:fr:node:45886	ls:fr:lf:20	ls:fr:node:50251
ls:fr:node:45886	ls:fr:lf:20	ls:fr:node:28817
ls:fr:node:45888	ls:fr:lf:20	ls:fr:node:49162
ls:fr:node:45892	ls:fr:lf:20	ls:fr:node:50251
ls:fr:node:45892	ls:fr:lf:20	ls:fr:node:28817
ls:fr:node:45893	ls:fr:lf:4	ls:fr:node:45609
ls:fr:node:45895	ls:fr:lf:3	ls:fr:node:37742
ls:fr:node:45895	ls:fr:lf:3	ls:fr:node:37454
ls:fr:node:45895	ls:fr:lf:387	ls:fr:node:45896
ls:fr:node:45896	ls:fr:lf:3	ls:fr:node:37743
ls:fr:node:45896	ls:fr:lf:3	ls:fr:node:37456
ls:fr:node:45896	ls:fr:lf:683	ls:fr:node:45895
ls:fr:node:45897	ls:fr:lf:387	ls:fr:node:45898
ls:fr:node:45897	ls:fr:lf:3	ls:fr:node:31632
ls:fr:node:45897	ls:fr:lf:288	ls:fr:node:45957
ls:fr:node:45898	ls:fr:lf:387	ls:fr:node:45897
ls:fr:node:45898	ls:fr:lf:3	ls:fr:node:31634
ls:fr:node:45903	ls:fr:lf:4	ls:fr:node:29285
ls:fr:node:45905	ls:fr:lf:387	ls:fr:node:51087
ls:fr:node:45906	ls:fr:lf:20	ls:fr:node:39631
ls:fr:node:45907	ls:fr:lf:4	ls:fr:node:29674
ls:fr:node:45908	ls:fr:lf:3	ls:fr:node:51007
ls:fr:node:45909	ls:fr:lf:31	ls:fr:node:29848
ls:fr:node:45910	ls:fr:lf:4	ls:fr:node:51006
ls:fr:node:45910	ls:fr:lf:3	ls:fr:node:51009
ls:fr:node:45911	ls:fr:lf:3	ls:fr:node:45849
ls:fr:node:45912	ls:fr:lf:13	ls:fr:node:53383
