n1	t	n2
ls:fr:node:45506	ls:fr:lf:3	ls:fr:node:45516
ls:fr:node:45506	ls:fr:lf:3	ls:fr:node:45511
ls:fr:node:45506	ls:fr:lf:3	ls:fr:node:34128
ls:fr:node:45506	ls:fr:lf:3	ls:fr:node:45508
ls:fr:node:45506	ls:fr:lf:3	ls:fr:node:31754
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:45511
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:34128
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:31754
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:45512
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:47666
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:45506
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:30283
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:45510
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:45513
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:45515
ls:fr:node:45508	ls:fr:lf:3	ls:fr:node:45516
ls:fr:node:45508	ls:fr:lf:5	ls:fr:node:55310
ls:fr:node:45509	ls:fr:lf:164	ls:fr:node:44791
ls:fr:node:45509	ls:fr:lf:288	ls:fr:node:33600
ls:fr:node:45509	ls:fr:lf:295	ls:fr:node:44111
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:45512
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:47666
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:45506
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:30283
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:45513
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:45515
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:45516
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:45511
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:34128
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:45508
ls:fr:node:45510	ls:fr:lf:3	ls:fr:node:31754
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:34128
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:45508
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:31754
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:45512
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:47666
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:45506
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:30283
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:45510
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:45513
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:45515
ls:fr:node:45511	ls:fr:lf:3	ls:fr:node:45516
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:47666
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:45506
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:30283
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:45510
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:45513
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:45515
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:45516
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:45511
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:34128
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:45508
ls:fr:node:45512	ls:fr:lf:3	ls:fr:node:31754
ls:fr:node:45513	ls:fr:lf:3	ls:fr:node:45516
ls:fr:node:45514	ls:fr:lf:3	ls:fr:node:28888
ls:fr:node:45514	ls:fr:lf:3	ls:fr:node:52515
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:45512
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:47666
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:45506
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:30283
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:45510
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:45513
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:45516
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:45511
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:34128
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:45508
ls:fr:node:45515	ls:fr:lf:3	ls:fr:node:31754
ls:fr:node:45516	ls:fr:lf:3	ls:fr:node:45513
ls:fr:node:45519	ls:fr:lf:3	ls:fr:node:50763
ls:fr:node:45520	ls:fr:lf:3	ls:fr:node:31367
ls:fr:node:45520	ls:fr:lf:3	ls:fr:node:36783
ls:fr:node:45520	ls:fr:lf:3	ls:fr:node:37686
ls:fr:node:45520	ls:fr:lf:3	ls:fr:node:43008
ls:fr:node:45521	ls:fr:lf:3	ls:fr:node:53601
ls:fr:node:45522	ls:fr:lf:37	ls:fr:node:42148
ls:fr:node:45525	ls:fr:lf:3	ls:fr:node:30141
ls:fr:node:45526	ls:fr:lf:3	ls:fr:node:26236
ls:fr:node:45526	ls:fr:lf:3	ls:fr:node:36568
ls:fr:node:45527	ls:fr:lf:3	ls:fr:node:27199
ls:fr:node:45528	ls:fr:lf:31	ls:fr:node:44983
ls:fr:node:45528	ls:fr:lf:31	ls:fr:node:45218
ls:fr:node:45528	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:45528	ls:fr:lf:20	ls:fr:node:27141
ls:fr:node:45528	ls:fr:lf:738	ls:fr:node:39118
ls:fr:node:45529	ls:fr:lf:4	ls:fr:node:32897
ls:fr:node:45529	ls:fr:lf:23	ls:fr:node:44982
ls:fr:node:45529	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:45529	ls:fr:lf:168	ls:fr:node:46944
ls:fr:node:45529	ls:fr:lf:168	ls:fr:node:46938
ls:fr:node:45530	ls:fr:lf:4	ls:fr:node:37480
ls:fr:node:45530	ls:fr:lf:3	ls:fr:node:29693
ls:fr:node:45530	ls:fr:lf:3	ls:fr:node:40550
ls:fr:node:45530	ls:fr:lf:3	ls:fr:node:29883
ls:fr:node:45530	ls:fr:lf:3	ls:fr:node:26942
ls:fr:node:45531	ls:fr:lf:3	ls:fr:node:27255
ls:fr:node:45532	ls:fr:lf:3	ls:fr:node:39529
ls:fr:node:45532	ls:fr:lf:3	ls:fr:node:44851
ls:fr:node:45532	ls:fr:lf:3	ls:fr:node:42748
ls:fr:node:45533	ls:fr:lf:3	ls:fr:node:39552
ls:fr:node:45533	ls:fr:lf:3	ls:fr:node:49604
ls:fr:node:45533	ls:fr:lf:3	ls:fr:node:40739
ls:fr:node:45533	ls:fr:lf:3	ls:fr:node:40740
ls:fr:node:45533	ls:fr:lf:3	ls:fr:node:40551
ls:fr:node:45533	ls:fr:lf:3	ls:fr:node:40751
ls:fr:node:45535	ls:fr:lf:3	ls:fr:node:29860
ls:fr:node:45535	ls:fr:lf:3	ls:fr:node:29862
ls:fr:node:45536	ls:fr:lf:447	ls:fr:node:33026
ls:fr:node:45537	ls:fr:lf:2	ls:fr:node:45539
ls:fr:node:45537	ls:fr:lf:2	ls:fr:node:46959
ls:fr:node:45537	ls:fr:lf:13	ls:fr:node:45199
ls:fr:node:45537	ls:fr:lf:13	ls:fr:node:45473
ls:fr:node:45538	ls:fr:lf:13	ls:fr:node:45098
ls:fr:node:45538	ls:fr:lf:13	ls:fr:node:28989
ls:fr:node:45539	ls:fr:lf:3	ls:fr:node:45537
ls:fr:node:45539	ls:fr:lf:3	ls:fr:node:46959
ls:fr:node:45539	ls:fr:lf:13	ls:fr:node:45199
ls:fr:node:45539	ls:fr:lf:13	ls:fr:node:45473
ls:fr:node:45539	ls:fr:lf:13	ls:fr:node:45096
ls:fr:node:45541	ls:fr:lf:3	ls:fr:node:53306
ls:fr:node:45541	ls:fr:lf:3	ls:fr:node:43102
ls:fr:node:45541	ls:fr:lf:3	ls:fr:node:46802
ls:fr:node:45542	ls:fr:lf:3	ls:fr:node:53308
ls:fr:node:45542	ls:fr:lf:3	ls:fr:node:47412
ls:fr:node:45543	ls:fr:lf:13	ls:fr:node:45206
ls:fr:node:45543	ls:fr:lf:13	ls:fr:node:40180
ls:fr:node:45547	ls:fr:lf:9	ls:fr:node:44747
ls:fr:node:45549	ls:fr:lf:20	ls:fr:node:54106
ls:fr:node:45550	ls:fr:lf:683	ls:fr:node:44422
ls:fr:node:45550	ls:fr:lf:28	ls:fr:node:44662
ls:fr:node:45550	ls:fr:lf:338	ls:fr:node:38483
ls:fr:node:45550	ls:fr:lf:338	ls:fr:node:38882
ls:fr:node:45550	ls:fr:lf:104	ls:fr:node:44424
ls:fr:node:45550	ls:fr:lf:56	ls:fr:node:45555
ls:fr:node:45550	ls:fr:lf:3	ls:fr:node:45569
ls:fr:node:45550	ls:fr:lf:3	ls:fr:node:33166
ls:fr:node:45551	ls:fr:lf:3	ls:fr:node:45235
ls:fr:node:45552	ls:fr:lf:18	ls:fr:node:45554
ls:fr:node:45553	ls:fr:lf:3	ls:fr:node:29848
ls:fr:node:45553	ls:fr:lf:3	ls:fr:node:39704
ls:fr:node:45554	ls:fr:lf:17	ls:fr:node:45552
ls:fr:node:45556	ls:fr:lf:3	ls:fr:node:30002
ls:fr:node:45556	ls:fr:lf:3	ls:fr:node:38429
ls:fr:node:45556	ls:fr:lf:3	ls:fr:node:30233
ls:fr:node:45556	ls:fr:lf:3	ls:fr:node:33889
ls:fr:node:45556	ls:fr:lf:3	ls:fr:node:39706
ls:fr:node:45556	ls:fr:lf:3	ls:fr:node:29848
ls:fr:node:45556	ls:fr:lf:175	ls:fr:node:45235
ls:fr:node:45557	ls:fr:lf:3	ls:fr:node:54027
ls:fr:node:45557	ls:fr:lf:3	ls:fr:node:54028
ls:fr:node:45557	ls:fr:lf:3	ls:fr:node:54029
ls:fr:node:45558	ls:fr:lf:387	ls:fr:node:45569
ls:fr:node:45559	ls:fr:lf:3	ls:fr:node:44415
ls:fr:node:45560	ls:fr:lf:3	ls:fr:node:53924
ls:fr:node:45561	ls:fr:lf:3	ls:fr:node:39706
ls:fr:node:45565	ls:fr:lf:4	ls:fr:node:33167
ls:fr:node:45566	ls:fr:lf:3	ls:fr:node:53554
ls:fr:node:45567	ls:fr:lf:3	ls:fr:node:52607
ls:fr:node:45567	ls:fr:lf:3	ls:fr:node:27974
ls:fr:node:45568	ls:fr:lf:3	ls:fr:node:42803
ls:fr:node:45569	ls:fr:lf:683	ls:fr:node:45558
ls:fr:node:45571	ls:fr:lf:366	ls:fr:node:45704
ls:fr:node:45571	ls:fr:lf:16	ls:fr:node:46966
ls:fr:node:45572	ls:fr:lf:10	ls:fr:node:28161
ls:fr:node:45573	ls:fr:lf:3	ls:fr:node:43599
ls:fr:node:45574	ls:fr:lf:3	ls:fr:node:48552
ls:fr:node:45574	ls:fr:lf:13	ls:fr:node:48554
ls:fr:node:45575	ls:fr:lf:387	ls:fr:node:45576
ls:fr:node:45576	ls:fr:lf:683	ls:fr:node:45575
ls:fr:node:45577	ls:fr:lf:20	ls:fr:node:37142
ls:fr:node:45577	ls:fr:lf:3	ls:fr:node:45580
ls:fr:node:45578	ls:fr:lf:4	ls:fr:node:45579
ls:fr:node:45579	ls:fr:lf:3	ls:fr:node:45577
ls:fr:node:45580	ls:fr:lf:4	ls:fr:node:37142
ls:fr:node:45580	ls:fr:lf:3	ls:fr:node:45577
ls:fr:node:45581	ls:fr:lf:4	ls:fr:node:26781
ls:fr:node:45581	ls:fr:lf:3	ls:fr:node:47021
ls:fr:node:45582	ls:fr:lf:2	ls:fr:node:45583
ls:fr:node:45582	ls:fr:lf:2	ls:fr:node:44981
ls:fr:node:45583	ls:fr:lf:2	ls:fr:node:45582
ls:fr:node:45583	ls:fr:lf:2	ls:fr:node:44981
ls:fr:node:45584	ls:fr:lf:3	ls:fr:node:46544
ls:fr:node:45584	ls:fr:lf:3	ls:fr:node:34863
ls:fr:node:45584	ls:fr:lf:3	ls:fr:node:29198
ls:fr:node:45585	ls:fr:lf:2	ls:fr:node:53499
ls:fr:node:45585	ls:fr:lf:4	ls:fr:node:52165
ls:fr:node:45587	ls:fr:lf:3	ls:fr:node:46259
ls:fr:node:45587	ls:fr:lf:21	ls:fr:node:30390
ls:fr:node:45588	ls:fr:lf:2	ls:fr:node:44762
ls:fr:node:45589	ls:fr:lf:2	ls:fr:node:44772
ls:fr:node:45590	ls:fr:lf:2	ls:fr:node:44756
ls:fr:node:45591	ls:fr:lf:2	ls:fr:node:44758
ls:fr:node:45594	ls:fr:lf:10	ls:fr:node:45459
ls:fr:node:45595	ls:fr:lf:4	ls:fr:node:27927
ls:fr:node:45595	ls:fr:lf:4	ls:fr:node:51221
ls:fr:node:45596	ls:fr:lf:8	ls:fr:node:31441
ls:fr:node:45597	ls:fr:lf:16	ls:fr:node:45453
ls:fr:node:45598	ls:fr:lf:10	ls:fr:node:45456
ls:fr:node:45599	ls:fr:lf:16	ls:fr:node:45457
ls:fr:node:45600	ls:fr:lf:3	ls:fr:node:46086
ls:fr:node:45600	ls:fr:lf:3	ls:fr:node:46245
ls:fr:node:45601	ls:fr:lf:2	ls:fr:node:44773
ls:fr:node:45602	ls:fr:lf:2	ls:fr:node:42501
ls:fr:node:45603	ls:fr:lf:2	ls:fr:node:44767
ls:fr:node:45604	ls:fr:lf:4	ls:fr:node:47316
ls:fr:node:45604	ls:fr:lf:3	ls:fr:node:49180
ls:fr:node:45605	ls:fr:lf:3	ls:fr:node:26840
ls:fr:node:45605	ls:fr:lf:4	ls:fr:node:27137
ls:fr:node:45606	ls:fr:lf:3	ls:fr:node:49169
ls:fr:node:45606	ls:fr:lf:3	ls:fr:node:38603
ls:fr:node:45607	ls:fr:lf:2	ls:fr:node:44761
ls:fr:node:45609	ls:fr:lf:419	ls:fr:node:45845
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:29677
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45890
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45891
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45887
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45883
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45885
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45889
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45894
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:46033
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45900
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45903
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45893
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45899
ls:fr:node:45609	ls:fr:lf:126	ls:fr:node:45902
ls:fr:node:45609	ls:fr:lf:816	ls:fr:node:45905
ls:fr:node:45609	ls:fr:lf:167	ls:fr:node:45847
ls:fr:node:45609	ls:fr:lf:5	ls:fr:node:45894
ls:fr:node:45609	ls:fr:lf:5	ls:fr:node:45899
ls:fr:node:45609	ls:fr:lf:5	ls:fr:node:46033
ls:fr:node:45609	ls:fr:lf:5	ls:fr:node:45900
ls:fr:node:45609	ls:fr:lf:5	ls:fr:node:45893
ls:fr:node:45609	ls:fr:lf:5	ls:fr:node:45902
ls:fr:node:45609	ls:fr:lf:366	ls:fr:node:45909
ls:fr:node:45609	ls:fr:lf:63	ls:fr:node:45910
ls:fr:node:45610	ls:fr:lf:104	ls:fr:node:45617
ls:fr:node:45610	ls:fr:lf:21	ls:fr:node:45618
ls:fr:node:45610	ls:fr:lf:385	ls:fr:node:45611
ls:fr:node:45610	ls:fr:lf:3	ls:fr:node:53190
ls:fr:node:45611	ls:fr:lf:4	ls:fr:node:33482
ls:fr:node:45611	ls:fr:lf:21	ls:fr:node:45618
ls:fr:node:45611	ls:fr:lf:106	ls:fr:node:45619
ls:fr:node:45611	ls:fr:lf:3	ls:fr:node:47687
ls:fr:node:45612	ls:fr:lf:106	ls:fr:node:47688
ls:fr:node:45612	ls:fr:lf:3	ls:fr:node:33482
ls:fr:node:45612	ls:fr:lf:21	ls:fr:node:53069
ls:fr:node:45613	ls:fr:lf:40	ls:fr:node:52294
ls:fr:node:45613	ls:fr:lf:3	ls:fr:node:35130
ls:fr:node:45614	ls:fr:lf:2	ls:fr:node:45860
ls:fr:node:45614	ls:fr:lf:2	ls:fr:node:45713
ls:fr:node:45614	ls:fr:lf:2	ls:fr:node:45715
ls:fr:node:45614	ls:fr:lf:2	ls:fr:node:45684
ls:fr:node:45614	ls:fr:lf:2	ls:fr:node:45719
ls:fr:node:45614	ls:fr:lf:16	ls:fr:node:40256
ls:fr:node:45615	ls:fr:lf:3	ls:fr:node:40398
ls:fr:node:45615	ls:fr:lf:3	ls:fr:node:31152
ls:fr:node:45615	ls:fr:lf:3	ls:fr:node:40484
ls:fr:node:45615	ls:fr:lf:3	ls:fr:node:43024
ls:fr:node:45616	ls:fr:lf:897	ls:fr:node:39976
ls:fr:node:45616	ls:fr:lf:104	ls:fr:node:53066
ls:fr:node:45618	ls:fr:lf:23	ls:fr:node:45611
ls:fr:node:45618	ls:fr:lf:106	ls:fr:node:45619
ls:fr:node:45618	ls:fr:lf:3	ls:fr:node:33483
ls:fr:node:45618	ls:fr:lf:3	ls:fr:node:39813
ls:fr:node:45619	ls:fr:lf:366	ls:fr:node:45618
ls:fr:node:45620	ls:fr:lf:387	ls:fr:node:45621
ls:fr:node:45621	ls:fr:lf:683	ls:fr:node:45620
ls:fr:node:45622	ls:fr:lf:20	ls:fr:node:28817
ls:fr:node:45622	ls:fr:lf:78	ls:fr:node:35547
ls:fr:node:45622	ls:fr:lf:2	ls:fr:node:53274
ls:fr:node:45623	ls:fr:lf:3	ls:fr:node:42495
ls:fr:node:45623	ls:fr:lf:3	ls:fr:node:40826
ls:fr:node:45629	ls:fr:lf:3	ls:fr:node:36698
ls:fr:node:45630	ls:fr:lf:3	ls:fr:node:49464
ls:fr:node:45630	ls:fr:lf:3	ls:fr:node:37589
ls:fr:node:45631	ls:fr:lf:3	ls:fr:node:54104
ls:fr:node:45631	ls:fr:lf:3	ls:fr:node:54105
ls:fr:node:45631	ls:fr:lf:3	ls:fr:node:29526
ls:fr:node:45632	ls:fr:lf:3	ls:fr:node:45151
ls:fr:node:45633	ls:fr:lf:2	ls:fr:node:45659
ls:fr:node:45634	ls:fr:lf:20	ls:fr:node:41565
ls:fr:node:45634	ls:fr:lf:20	ls:fr:node:51321
ls:fr:node:45634	ls:fr:lf:3	ls:fr:node:48510
ls:fr:node:45634	ls:fr:lf:3	ls:fr:node:45637
ls:fr:node:45634	ls:fr:lf:3	ls:fr:node:45638
ls:fr:node:45634	ls:fr:lf:3	ls:fr:node:45639
ls:fr:node:45634	ls:fr:lf:3	ls:fr:node:45640
ls:fr:node:45634	ls:fr:lf:3	ls:fr:node:45642
ls:fr:node:45634	ls:fr:lf:3	ls:fr:node:45641
ls:fr:node:45634	ls:fr:lf:3	ls:fr:node:45643
ls:fr:node:45635	ls:fr:lf:3	ls:fr:node:30070
ls:fr:node:45635	ls:fr:lf:3	ls:fr:node:54222
ls:fr:node:45636	ls:fr:lf:13	ls:fr:node:45126
ls:fr:node:45636	ls:fr:lf:13	ls:fr:node:44588
ls:fr:node:45637	ls:fr:lf:3	ls:fr:node:48510
ls:fr:node:45637	ls:fr:lf:3	ls:fr:node:45634
ls:fr:node:45637	ls:fr:lf:3	ls:fr:node:45638
ls:fr:node:45637	ls:fr:lf:3	ls:fr:node:45639
ls:fr:node:45637	ls:fr:lf:3	ls:fr:node:45640
ls:fr:node:45637	ls:fr:lf:3	ls:fr:node:45642
ls:fr:node:45637	ls:fr:lf:3	ls:fr:node:45641
ls:fr:node:45637	ls:fr:lf:3	ls:fr:node:45643
ls:fr:node:45637	ls:fr:lf:20	ls:fr:node:41565
ls:fr:node:45637	ls:fr:lf:20	ls:fr:node:51321
ls:fr:node:45638	ls:fr:lf:3	ls:fr:node:48510
ls:fr:node:45638	ls:fr:lf:3	ls:fr:node:45634
ls:fr:node:45638	ls:fr:lf:3	ls:fr:node:45637
ls:fr:node:45638	ls:fr:lf:3	ls:fr:node:45639
ls:fr:node:45638	ls:fr:lf:3	ls:fr:node:45640
ls:fr:node:45638	ls:fr:lf:3	ls:fr:node:45642
ls:fr:node:45638	ls:fr:lf:3	ls:fr:node:45641
ls:fr:node:45638	ls:fr:lf:3	ls:fr:node:45643
ls:fr:node:45638	ls:fr:lf:20	ls:fr:node:41565
ls:fr:node:45638	ls:fr:lf:20	ls:fr:node:51321
ls:fr:node:45639	ls:fr:lf:3	ls:fr:node:48510
ls:fr:node:45639	ls:fr:lf:3	ls:fr:node:45634
ls:fr:node:45639	ls:fr:lf:3	ls:fr:node:45637
ls:fr:node:45639	ls:fr:lf:3	ls:fr:node:45638
ls:fr:node:45639	ls:fr:lf:3	ls:fr:node:45640
ls:fr:node:45639	ls:fr:lf:3	ls:fr:node:45642
ls:fr:node:45639	ls:fr:lf:3	ls:fr:node:45641
ls:fr:node:45639	ls:fr:lf:3	ls:fr:node:45643
ls:fr:node:45639	ls:fr:lf:20	ls:fr:node:41565
ls:fr:node:45639	ls:fr:lf:20	ls:fr:node:51321
ls:fr:node:45640	ls:fr:lf:3	ls:fr:node:48510
ls:fr:node:45640	ls:fr:lf:3	ls:fr:node:45634
ls:fr:node:45640	ls:fr:lf:3	ls:fr:node:45637
ls:fr:node:45640	ls:fr:lf:3	ls:fr:node:45638
ls:fr:node:45640	ls:fr:lf:3	ls:fr:node:45639
ls:fr:node:45640	ls:fr:lf:3	ls:fr:node:45642
ls:fr:node:45640	ls:fr:lf:3	ls:fr:node:45641
ls:fr:node:45640	ls:fr:lf:3	ls:fr:node:45643
ls:fr:node:45640	ls:fr:lf:20	ls:fr:node:41565
ls:fr:node:45640	ls:fr:lf:20	ls:fr:node:51321
ls:fr:node:45641	ls:fr:lf:2	ls:fr:node:45643
ls:fr:node:45641	ls:fr:lf:20	ls:fr:node:41565
ls:fr:node:45641	ls:fr:lf:20	ls:fr:node:51321
ls:fr:node:45641	ls:fr:lf:3	ls:fr:node:48510
ls:fr:node:45641	ls:fr:lf:3	ls:fr:node:45634
ls:fr:node:45641	ls:fr:lf:3	ls:fr:node:45637
ls:fr:node:45641	ls:fr:lf:3	ls:fr:node:45638
ls:fr:node:45641	ls:fr:lf:3	ls:fr:node:45639
ls:fr:node:45641	ls:fr:lf:3	ls:fr:node:45640
ls:fr:node:45642	ls:fr:lf:3	ls:fr:node:48510
ls:fr:node:45642	ls:fr:lf:3	ls:fr:node:45634
ls:fr:node:45642	ls:fr:lf:3	ls:fr:node:45637
ls:fr:node:45642	ls:fr:lf:3	ls:fr:node:45638
ls:fr:node:45642	ls:fr:lf:3	ls:fr:node:45639
ls:fr:node:45642	ls:fr:lf:3	ls:fr:node:45640
ls:fr:node:45642	ls:fr:lf:3	ls:fr:node:45641
ls:fr:node:45642	ls:fr:lf:3	ls:fr:node:45643
ls:fr:node:45642	ls:fr:lf:20	ls:fr:node:41565
ls:fr:node:45642	ls:fr:lf:20	ls:fr:node:51321
ls:fr:node:45643	ls:fr:lf:2	ls:fr:node:45641
ls:fr:node:45643	ls:fr:lf:20	ls:fr:node:41565
ls:fr:node:45643	ls:fr:lf:20	ls:fr:node:51321
ls:fr:node:45645	ls:fr:lf:3	ls:fr:node:26167
ls:fr:node:45646	ls:fr:lf:3	ls:fr:node:53442
ls:fr:node:45647	ls:fr:lf:52	ls:fr:node:28145
ls:fr:node:45647	ls:fr:lf:52	ls:fr:node:29455
ls:fr:node:45647	ls:fr:lf:168	ls:fr:node:40022
ls:fr:node:45647	ls:fr:lf:168	ls:fr:node:38679
ls:fr:node:45647	ls:fr:lf:168	ls:fr:node:29919
ls:fr:node:45647	ls:fr:lf:104	ls:fr:node:43202
ls:fr:node:45647	ls:fr:lf:104	ls:fr:node:32675
ls:fr:node:45647	ls:fr:lf:176	ls:fr:node:41463
ls:fr:node:45647	ls:fr:lf:176	ls:fr:node:45374
ls:fr:node:45647	ls:fr:lf:181	ls:fr:node:34418
ls:fr:node:45648	ls:fr:lf:3	ls:fr:node:27158
ls:fr:node:45648	ls:fr:lf:3	ls:fr:node:28665
ls:fr:node:45649	ls:fr:lf:3	ls:fr:node:35655
ls:fr:node:45649	ls:fr:lf:3	ls:fr:node:54221
ls:fr:node:45650	ls:fr:lf:2	ls:fr:node:47289
ls:fr:node:45651	ls:fr:lf:2	ls:fr:node:47296
ls:fr:node:45652	ls:fr:lf:2	ls:fr:node:47292
ls:fr:node:45653	ls:fr:lf:2	ls:fr:node:47284
ls:fr:node:45654	ls:fr:lf:2	ls:fr:node:47285
ls:fr:node:45655	ls:fr:lf:3	ls:fr:node:32730
ls:fr:node:45656	ls:fr:lf:4	ls:fr:node:26576
ls:fr:node:45657	ls:fr:lf:3	ls:fr:node:26312
ls:fr:node:45657	ls:fr:lf:3	ls:fr:node:53443
ls:fr:node:45658	ls:fr:lf:683	ls:fr:node:43612
ls:fr:node:45659	ls:fr:lf:2	ls:fr:node:45633
ls:fr:node:45660	ls:fr:lf:387	ls:fr:node:45666
ls:fr:node:45661	ls:fr:lf:3	ls:fr:node:26863
ls:fr:node:45661	ls:fr:lf:40	ls:fr:node:39259
ls:fr:node:45661	ls:fr:lf:168	ls:fr:node:33606
ls:fr:node:45663	ls:fr:lf:3	ls:fr:node:29651
ls:fr:node:45664	ls:fr:lf:3	ls:fr:node:45665
ls:fr:node:45664	ls:fr:lf:3	ls:fr:node:44043
ls:fr:node:45666	ls:fr:lf:683	ls:fr:node:45660
ls:fr:node:45667	ls:fr:lf:3	ls:fr:node:29712
ls:fr:node:45671	ls:fr:lf:3	ls:fr:node:27192
ls:fr:node:45673	ls:fr:lf:4	ls:fr:node:31806
ls:fr:node:45674	ls:fr:lf:2	ls:fr:node:26742
ls:fr:node:45674	ls:fr:lf:2	ls:fr:node:31806
ls:fr:node:45675	ls:fr:lf:20	ls:fr:node:33144
ls:fr:node:45677	ls:fr:lf:3	ls:fr:node:48541
ls:fr:node:45679	ls:fr:lf:3	ls:fr:node:49164
ls:fr:node:45679	ls:fr:lf:124	ls:fr:node:53736
ls:fr:node:45679	ls:fr:lf:107	ls:fr:node:55294
ls:fr:node:45680	ls:fr:lf:3	ls:fr:node:55193
ls:fr:node:45681	ls:fr:lf:4	ls:fr:node:44185
ls:fr:node:45681	ls:fr:lf:2	ls:fr:node:45734
ls:fr:node:45682	ls:fr:lf:10	ls:fr:node:49723
ls:fr:node:45683	ls:fr:lf:13	ls:fr:node:26849
ls:fr:node:45684	ls:fr:lf:4	ls:fr:node:29399
ls:fr:node:45684	ls:fr:lf:2	ls:fr:node:55601
ls:fr:node:45684	ls:fr:lf:2	ls:fr:node:52946
ls:fr:node:45684	ls:fr:lf:2	ls:fr:node:45713
ls:fr:node:45684	ls:fr:lf:2	ls:fr:node:45715
ls:fr:node:45684	ls:fr:lf:2	ls:fr:node:45719
ls:fr:node:45684	ls:fr:lf:2	ls:fr:node:45614
ls:fr:node:45684	ls:fr:lf:3	ls:fr:node:45860
ls:fr:node:45686	ls:fr:lf:4	ls:fr:node:28966
ls:fr:node:45688	ls:fr:lf:21	ls:fr:node:45689
ls:fr:node:45689	ls:fr:lf:23	ls:fr:node:45688
ls:fr:node:45690	ls:fr:lf:3	ls:fr:node:46345
ls:fr:node:45690	ls:fr:lf:3	ls:fr:node:46349
ls:fr:node:45690	ls:fr:lf:3	ls:fr:node:45721
ls:fr:node:45690	ls:fr:lf:3	ls:fr:node:46343
ls:fr:node:45690	ls:fr:lf:3	ls:fr:node:31311
ls:fr:node:45690	ls:fr:lf:3	ls:fr:node:45724
ls:fr:node:45691	ls:fr:lf:3	ls:fr:node:31454
