"source"	"target"	"type"	"subtype"
"ls:fr:node:52215"	"ls:fr:node:52182"	"ls:fr:cptype:5"	""
"ls:fr:node:52221"	"ls:fr:node:52222"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52223"	"ls:fr:node:52224"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31969"	"ls:fr:node:37388"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37388"	"ls:fr:node:52226"	"ls:fr:cptype:2"	""
"ls:fr:node:52225"	"ls:fr:node:52227"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52231"	"ls:fr:node:52232"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28596"	"ls:fr:node:52235"	"ls:fr:cptype:5"	""
"ls:fr:node:52233"	"ls:fr:node:52236"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32383"	"ls:fr:node:52240"	"ls:fr:cptype:2"	""
"ls:fr:node:29213"	"ls:fr:node:52241"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52237"	"ls:fr:node:52238"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52243"	"ls:fr:node:52245"	"ls:fr:cptype:5"	""
"ls:fr:node:28670"	"ls:fr:node:52246"	"ls:fr:cptype:2"	""
"ls:fr:node:31200"	"ls:fr:node:43269"	"ls:fr:cptype:4"	""
"ls:fr:node:52263"	"ls:fr:node:52266"	"ls:fr:cptype:5"	""
"ls:fr:node:35924"	"ls:fr:node:52270"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51802"	"ls:fr:node:52273"	"ls:fr:cptype:8"	""
"ls:fr:node:52273"	"ls:fr:node:52274"	"ls:fr:cptype:8"	""
"ls:fr:node:50880"	"ls:fr:node:52275"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52275"	"ls:fr:node:52276"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52277"	"ls:fr:node:52278"	"ls:fr:cptype:5"	""
"ls:fr:node:52280"	"ls:fr:node:52281"	"ls:fr:cptype:4"	""
"ls:fr:node:28982"	"ls:fr:node:52280"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51940"	"ls:fr:node:52283"	"ls:fr:cptype:5"	""
"ls:fr:node:52282"	"ls:fr:node:34460"	"ls:fr:cptype:8"	""
"ls:fr:node:52287"	"ls:fr:node:52288"	"ls:fr:cptype:2"	""
"ls:fr:node:31968"	"ls:fr:node:52292"	"ls:fr:cptype:2"	""
"ls:fr:node:53148"	"ls:fr:node:53149"	"ls:fr:cptype:2"	""
"ls:fr:node:27618"	"ls:fr:node:42006"	"ls:fr:cptype:5"	""
"ls:fr:node:35417"	"ls:fr:node:52299"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52302"	"ls:fr:node:52303"	"ls:fr:cptype:8"	""
"ls:fr:node:26540"	"ls:fr:node:52305"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28088"	"ls:fr:node:33987"	"ls:fr:cptype:5"	""
"ls:fr:node:28088"	"ls:fr:node:33988"	"ls:fr:cptype:2"	""
"ls:fr:node:33988"	"ls:fr:node:33989"	"ls:fr:cptype:2"	""
"ls:fr:node:28088"	"ls:fr:node:52307"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28087"	"ls:fr:node:52308"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:33988"	"ls:fr:node:52309"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:37101"	"ls:fr:node:28245"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26798"	"ls:fr:node:52321"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35379"	"ls:fr:node:52324"	"ls:fr:cptype:2"	""
"ls:fr:node:52323"	"ls:fr:node:52325"	"ls:fr:cptype:5"	""
"ls:fr:node:34023"	"ls:fr:node:34027"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34023"	"ls:fr:node:48528"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48528"	"ls:fr:node:34028"	"ls:fr:cptype:5"	""
"ls:fr:node:52327"	"ls:fr:node:52328"	"ls:fr:cptype:2"	""
"ls:fr:node:41566"	"ls:fr:node:47920"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52334"	"ls:fr:node:52336"	"ls:fr:cptype:2"	""
"ls:fr:node:52341"	"ls:fr:node:41765"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52301"	"ls:fr:node:52342"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52342"	"ls:fr:node:52343"	"ls:fr:cptype:4"	""
"ls:fr:node:52344"	"ls:fr:node:27404"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31973"	"ls:fr:node:52306"	"ls:fr:cptype:2"	""
"ls:fr:node:35594"	"ls:fr:node:52345"	"ls:fr:cptype:5"	""
"ls:fr:node:27495"	"ls:fr:node:52348"	"ls:fr:cptype:4"	""
"ls:fr:node:52348"	"ls:fr:node:52349"	"ls:fr:cptype:5"	""
"ls:fr:node:26196"	"ls:fr:node:52353"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52350"	"ls:fr:node:52352"	"ls:fr:cptype:2"	""
"ls:fr:node:52350"	"ls:fr:node:52355"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52362"	"ls:fr:node:52361"	"ls:fr:cptype:5"	""
"ls:fr:node:44474"	"ls:fr:node:52363"	"ls:fr:cptype:1"	""
"ls:fr:node:37008"	"ls:fr:node:52364"	"ls:fr:cptype:5"	""
"ls:fr:node:28999"	"ls:fr:node:52368"	"ls:fr:cptype:5"	""
"ls:fr:node:28999"	"ls:fr:node:45255"	"ls:fr:cptype:2"	""
"ls:fr:node:45255"	"ls:fr:node:45256"	"ls:fr:cptype:5"	""
"ls:fr:node:27195"	"ls:fr:node:52371"	"ls:fr:cptype:5"	""
"ls:fr:node:52190"	"ls:fr:node:52375"	"ls:fr:cptype:8"	""
"ls:fr:node:30325"	"ls:fr:node:52376"	"ls:fr:cptype:4"	""
"ls:fr:node:37772"	"ls:fr:node:52378"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51672"	"ls:fr:node:52374"	"ls:fr:cptype:2"	""
"ls:fr:node:51965"	"ls:fr:node:52379"	"ls:fr:cptype:5"	""
"ls:fr:node:52370"	"ls:fr:node:52381"	"ls:fr:cptype:2"	""
"ls:fr:node:47590"	"ls:fr:node:52382"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31530"	"ls:fr:node:52383"	"ls:fr:cptype:2"	""
"ls:fr:node:31965"	"ls:fr:node:52386"	"ls:fr:cptype:5"	""
"ls:fr:node:52387"	"ls:fr:node:52388"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32175"	"ls:fr:node:52389"	"ls:fr:cptype:5"	""
"ls:fr:node:32175"	"ls:fr:node:52391"	"ls:fr:cptype:5"	""
"ls:fr:node:32175"	"ls:fr:node:52393"	"ls:fr:cptype:5"	""
"ls:fr:node:52385"	"ls:fr:node:52394"	"ls:fr:cptype:2"	""
"ls:fr:node:52396"	"ls:fr:node:52397"	"ls:fr:cptype:2"	""
"ls:fr:node:52395"	"ls:fr:node:52398"	"ls:fr:cptype:2"	""
"ls:fr:node:34531"	"ls:fr:node:52399"	"ls:fr:cptype:5"	""
"ls:fr:node:52395"	"ls:fr:node:52385"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52400"	"ls:fr:node:51753"	"ls:fr:cptype:2"	""
"ls:fr:node:52403"	"ls:fr:node:52392"	"ls:fr:cptype:8"	""
"ls:fr:node:53367"	"ls:fr:node:52405"	"ls:fr:cptype:2"	""
"ls:fr:node:52406"	"ls:fr:node:52407"	"ls:fr:cptype:8"	""
"ls:fr:node:52406"	"ls:fr:node:52408"	"ls:fr:cptype:8"	""
"ls:fr:node:42101"	"ls:fr:node:52409"	"ls:fr:cptype:8"	""
"ls:fr:node:27207"	"ls:fr:node:52410"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26413"	"ls:fr:node:52415"	"ls:fr:cptype:5"	""
"ls:fr:node:31809"	"ls:fr:node:52417"	"ls:fr:cptype:2"	""
"ls:fr:node:29029"	"ls:fr:node:53155"	"ls:fr:cptype:2"	""
"ls:fr:node:55812"	"ls:fr:node:38546"	"ls:fr:cptype:5"	""
"ls:fr:node:52422"	"ls:fr:node:52425"	"ls:fr:cptype:8"	""
"ls:fr:node:52423"	"ls:fr:node:52426"	"ls:fr:cptype:2"	""
"ls:fr:node:52427"	"ls:fr:node:52428"	"ls:fr:cptype:2"	""
"ls:fr:node:52429"	"ls:fr:node:52430"	"ls:fr:cptype:2"	""
"ls:fr:node:45968"	"ls:fr:node:52294"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:36670"	"ls:fr:node:52433"	"ls:fr:cptype:2"	""
"ls:fr:node:52434"	"ls:fr:node:52435"	"ls:fr:cptype:8"	""
"ls:fr:node:52434"	"ls:fr:node:52436"	"ls:fr:cptype:8"	""
"ls:fr:node:52439"	"ls:fr:node:52437"	"ls:fr:cptype:2"	""
"ls:fr:node:52439"	"ls:fr:node:52441"	"ls:fr:cptype:2"	""
"ls:fr:node:52442"	"ls:fr:node:52443"	"ls:fr:cptype:8"	""
"ls:fr:node:52442"	"ls:fr:node:52444"	"ls:fr:cptype:8"	""
"ls:fr:node:52442"	"ls:fr:node:52434"	"ls:fr:cptype:8"	""
"ls:fr:node:52210"	"ls:fr:node:52445"	"ls:fr:cptype:5"	""
"ls:fr:node:52210"	"ls:fr:node:33103"	"ls:fr:cptype:1"	""
"ls:fr:node:52448"	"ls:fr:node:52449"	"ls:fr:cptype:5"	""
"ls:fr:node:28564"	"ls:fr:node:40224"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28564"	"ls:fr:node:49321"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52459"	"ls:fr:node:52464"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52458"	"ls:fr:node:52457"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48385"	"ls:fr:node:52460"	"ls:fr:cptype:2"	""
"ls:fr:node:48777"	"ls:fr:node:52463"	"ls:fr:cptype:2"	""
"ls:fr:node:52459"	"ls:fr:node:48385"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52464"	"ls:fr:node:52465"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52458"	"ls:fr:node:52466"	"ls:fr:cptype:2"	""
"ls:fr:node:50816"	"ls:fr:node:52468"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27062"	"ls:fr:node:52469"	"ls:fr:cptype:2"	""
"ls:fr:node:27548"	"ls:fr:node:29981"	"ls:fr:cptype:2"	""
"ls:fr:node:32224"	"ls:fr:node:52470"	"ls:fr:cptype:2"	""
"ls:fr:node:27424"	"ls:fr:node:52471"	"ls:fr:cptype:7"	""
"ls:fr:node:27424"	"ls:fr:node:52472"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27424"	"ls:fr:node:52473"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52473"	"ls:fr:node:52475"	"ls:fr:cptype:5"	""
"ls:fr:node:35298"	"ls:fr:node:52476"	"ls:fr:cptype:8"	""
"ls:fr:node:35298"	"ls:fr:node:52477"	"ls:fr:cptype:8"	""
"ls:fr:node:52476"	"ls:fr:node:52478"	"ls:fr:cptype:8"	""
"ls:fr:node:27424"	"ls:fr:node:52479"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52479"	"ls:fr:node:52474"	"ls:fr:cptype:7"	""
"ls:fr:node:27424"	"ls:fr:node:52480"	"ls:fr:cptype:5"	""
"ls:fr:node:52480"	"ls:fr:node:52471"	"ls:fr:cptype:7"	""
"ls:fr:node:55733"	"ls:fr:node:30156"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:36439"	"ls:fr:node:52491"	"ls:fr:cptype:2"	""
"ls:fr:node:28004"	"ls:fr:node:52492"	"ls:fr:cptype:8"	""
"ls:fr:node:46940"	"ls:fr:node:52494"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:44203"	"ls:fr:node:52495"	"ls:fr:cptype:5"	""
"ls:fr:node:46941"	"ls:fr:node:52493"	"ls:fr:cptype:5"	""
"ls:fr:node:46940"	"ls:fr:node:52496"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:46940"	"ls:fr:node:52497"	"ls:fr:cptype:2"	""
"ls:fr:node:46940"	"ls:fr:node:52498"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42985"	"ls:fr:node:44859"	"ls:fr:cptype:5"	""
"ls:fr:node:50420"	"ls:fr:node:52500"	"ls:fr:cptype:8"	""
"ls:fr:node:50420"	"ls:fr:node:52501"	"ls:fr:cptype:8"	""
"ls:fr:node:50420"	"ls:fr:node:52502"	"ls:fr:cptype:8"	""
"ls:fr:node:48577"	"ls:fr:node:52504"	"ls:fr:cptype:2"	""
"ls:fr:node:48700"	"ls:fr:node:52505"	"ls:fr:cptype:8"	""
"ls:fr:node:48700"	"ls:fr:node:52506"	"ls:fr:cptype:8"	""
"ls:fr:node:35773"	"ls:fr:node:52507"	"ls:fr:cptype:2"	""
"ls:fr:node:27740"	"ls:fr:node:52508"	"ls:fr:cptype:2"	""
"ls:fr:node:52509"	"ls:fr:node:52510"	"ls:fr:cptype:2"	""
"ls:fr:node:52512"	"ls:fr:node:52513"	"ls:fr:cptype:8"	""
"ls:fr:node:52512"	"ls:fr:node:52514"	"ls:fr:cptype:8"	""
"ls:fr:node:52516"	"ls:fr:node:52519"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26833"	"ls:fr:node:52520"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52522"	"ls:fr:node:52521"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28671"	"ls:fr:node:52522"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52523"	"ls:fr:node:52524"	"ls:fr:cptype:8"	""
"ls:fr:node:52523"	"ls:fr:node:52525"	"ls:fr:cptype:8"	""
"ls:fr:node:52526"	"ls:fr:node:52528"	"ls:fr:cptype:2"	""
"ls:fr:node:52529"	"ls:fr:node:27449"	"ls:fr:cptype:5"	""
"ls:fr:node:52536"	"ls:fr:node:52537"	"ls:fr:cptype:2"	""
"ls:fr:node:52536"	"ls:fr:node:52538"	"ls:fr:cptype:8"	""
"ls:fr:node:52536"	"ls:fr:node:52539"	"ls:fr:cptype:8"	""
"ls:fr:node:52540"	"ls:fr:node:52541"	"ls:fr:cptype:2"	""
"ls:fr:node:52699"	"ls:fr:node:52546"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52544"	"ls:fr:node:52545"	"ls:fr:cptype:5"	""
"ls:fr:node:52544"	"ls:fr:node:26969"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26969"	"ls:fr:node:52547"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52551"	"ls:fr:node:52552"	"ls:fr:cptype:2"	""
"ls:fr:node:52554"	"ls:fr:node:52555"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52556"	"ls:fr:node:52557"	"ls:fr:cptype:8"	""
"ls:fr:node:37555"	"ls:fr:node:52558"	"ls:fr:cptype:5"	""
"ls:fr:node:52559"	"ls:fr:node:52560"	"ls:fr:cptype:8"	""
"ls:fr:node:52564"	"ls:fr:node:52565"	"ls:fr:cptype:8"	""
"ls:fr:node:52568"	"ls:fr:node:32083"	"ls:fr:cptype:2"	""
"ls:fr:node:27027"	"ls:fr:node:52569"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:27021"	"ls:fr:node:37793"	"ls:fr:cptype:5"	""
"ls:fr:node:27021"	"ls:fr:node:37794"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52570"	"ls:fr:node:44390"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34296"	"ls:fr:node:52571"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27027"	"ls:fr:node:52570"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27027"	"ls:fr:node:52572"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47640"	"ls:fr:node:52573"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52574"	"ls:fr:node:44446"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52568"	"ls:fr:node:52576"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51603"	"ls:fr:node:52578"	"ls:fr:cptype:2"	""
"ls:fr:node:52568"	"ls:fr:node:52577"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52577"	"ls:fr:node:52579"	"ls:fr:cptype:2"	""
"ls:fr:node:52581"	"ls:fr:node:52583"	"ls:fr:cptype:2"	""
"ls:fr:node:52580"	"ls:fr:node:52584"	"ls:fr:cptype:8"	""
"ls:fr:node:52580"	"ls:fr:node:52585"	"ls:fr:cptype:8"	""
"ls:fr:node:51591"	"ls:fr:node:52586"	"ls:fr:cptype:8"	""
"ls:fr:node:51591"	"ls:fr:node:52587"	"ls:fr:cptype:8"	""
"ls:fr:node:51865"	"ls:fr:node:52588"	"ls:fr:cptype:5"	""
"ls:fr:node:31586"	"ls:fr:node:52589"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:52590"	"ls:fr:node:52591"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49825"	"ls:fr:node:52603"	"ls:fr:cptype:4"	""
"ls:fr:node:28127"	"ls:fr:node:52605"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44591"	"ls:fr:node:52607"	"ls:fr:cptype:2"	""
"ls:fr:node:52613"	"ls:fr:node:52614"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26841"	"ls:fr:node:52615"	"ls:fr:cptype:2"	""
"ls:fr:node:26703"	"ls:fr:node:52616"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52616"	"ls:fr:node:52617"	"ls:fr:cptype:5"	""
"ls:fr:node:52618"	"ls:fr:node:52619"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52625"	"ls:fr:node:52626"	"ls:fr:cptype:8"	""
"ls:fr:node:52630"	"ls:fr:node:52631"	"ls:fr:cptype:8"	""
"ls:fr:node:46133"	"ls:fr:node:52636"	"ls:fr:cptype:5"	""
"ls:fr:node:32204"	"ls:fr:node:52637"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28671"	"ls:fr:node:52638"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52636"	"ls:fr:node:52640"	"ls:fr:cptype:5"	""
"ls:fr:node:28671"	"ls:fr:node:52641"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52641"	"ls:fr:node:52642"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:38028"	"ls:fr:node:52643"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34576"	"ls:fr:node:52644"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28671"	"ls:fr:node:52646"	"ls:fr:cptype:5"	""
"ls:fr:node:28671"	"ls:fr:node:52647"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28671"	"ls:fr:node:52648"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28671"	"ls:fr:node:52649"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52648"	"ls:fr:node:52651"	"ls:fr:cptype:5"	""
"ls:fr:node:52649"	"ls:fr:node:52652"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52646"	"ls:fr:node:52653"	"ls:fr:cptype:5"	""
"ls:fr:node:52655"	"ls:fr:node:52656"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34900"	"ls:fr:node:52660"	"ls:fr:cptype:2"	""
"ls:fr:node:27062"	"ls:fr:node:52661"	"ls:fr:cptype:1"	""
"ls:fr:node:49917"	"ls:fr:node:52662"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27062"	"ls:fr:node:52663"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30748"	"ls:fr:node:52664"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26838"	"ls:fr:node:52668"	"ls:fr:cptype:5"	""
"ls:fr:node:37212"	"ls:fr:node:52669"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52671"	"ls:fr:node:50463"	"ls:fr:cptype:2"	""
"ls:fr:node:36715"	"ls:fr:node:52675"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52690"	"ls:fr:node:52679"	"ls:fr:cptype:9"	""
"ls:fr:node:26203"	"ls:fr:node:52681"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52681"	"ls:fr:node:52683"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:26203"	"ls:fr:node:52682"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52682"	"ls:fr:node:52684"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:42015"	"ls:fr:node:42016"	"ls:fr:cptype:5"	""
"ls:fr:node:52687"	"ls:fr:node:31415"	"ls:fr:cptype:8"	""
"ls:fr:node:26203"	"ls:fr:node:52690"	"ls:fr:cptype:5"	""
"ls:fr:node:55146"	"ls:fr:node:52691"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:52691"	"ls:fr:node:52692"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41652"	"ls:fr:node:45037"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47683"	"ls:fr:node:47685"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:29734"	"ls:fr:node:52694"	"ls:fr:cptype:1"	""
"ls:fr:node:27137"	"ls:fr:node:52695"	"ls:fr:cptype:2"	""
"ls:fr:node:52687"	"ls:fr:node:52698"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52687"	"ls:fr:node:52700"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52687"	"ls:fr:node:52701"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26178"	"ls:fr:node:52699"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27997"	"ls:fr:node:52702"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52702"	"ls:fr:node:52703"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:27473"	"ls:fr:node:52704"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:30375"	"ls:fr:node:52705"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51243"	"ls:fr:node:52710"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29011"	"ls:fr:node:52716"	"ls:fr:cptype:5"	""
"ls:fr:node:51646"	"ls:fr:node:51647"	"ls:fr:cptype:2"	""
"ls:fr:node:51647"	"ls:fr:node:52717"	"ls:fr:cptype:5"	""
"ls:fr:node:52722"	"ls:fr:node:52723"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52723"	"ls:fr:node:52725"	"ls:fr:cptype:2"	""
"ls:fr:node:52728"	"ls:fr:node:52726"	"ls:fr:cptype:7"	""
"ls:fr:node:52728"	"ls:fr:node:52732"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:52734"	"ls:fr:node:52724"	"ls:fr:cptype:5"	""
"ls:fr:node:52728"	"ls:fr:node:52729"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52728"	"ls:fr:node:52734"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30488"	"ls:fr:node:30486"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32480"	"ls:fr:node:52735"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52726"	"ls:fr:node:52736"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52726"	"ls:fr:node:52738"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27038"	"ls:fr:node:52739"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52740"	"ls:fr:node:52741"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52740"	"ls:fr:node:52742"	"ls:fr:cptype:2"	""
"ls:fr:node:52740"	"ls:fr:node:52743"	"ls:fr:cptype:7"	""
"ls:fr:node:47526"	"ls:fr:node:52747"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37062"	"ls:fr:node:46114"	"ls:fr:cptype:2"	""
"ls:fr:node:50779"	"ls:fr:node:52756"	"ls:fr:cptype:5"	""
"ls:fr:node:27559"	"ls:fr:node:52757"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41195"	"ls:fr:node:52758"	"ls:fr:cptype:1"	""
"ls:fr:node:52759"	"ls:fr:node:52760"	"ls:fr:cptype:5"	""
"ls:fr:node:52763"	"ls:fr:node:52762"	"ls:fr:cptype:5"	""
"ls:fr:node:52768"	"ls:fr:node:52767"	"ls:fr:cptype:9"	""
"ls:fr:node:52770"	"ls:fr:node:52769"	"ls:fr:cptype:9"	""
"ls:fr:node:35085"	"ls:fr:node:52772"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35085"	"ls:fr:node:52773"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27924"	"ls:fr:node:52774"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35085"	"ls:fr:node:52775"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:52778"	"ls:fr:node:52779"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49781"	"ls:fr:node:52782"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52784"	"ls:fr:node:42850"	"ls:fr:cptype:1"	""
"ls:fr:node:52784"	"ls:fr:node:45515"	"ls:fr:cptype:1"	""
