"source"	"target"	"type"	"subtype"
"ls:fr:node:47557"	"ls:fr:node:50429"	"ls:fr:cptype:5"	""
"ls:fr:node:50429"	"ls:fr:node:50430"	"ls:fr:cptype:5"	""
"ls:fr:node:30974"	"ls:fr:node:30973"	"ls:fr:cptype:5"	""
"ls:fr:node:30958"	"ls:fr:node:30957"	"ls:fr:cptype:5"	""
"ls:fr:node:35192"	"ls:fr:node:49273"	"ls:fr:cptype:5"	""
"ls:fr:node:35089"	"ls:fr:node:35090"	"ls:fr:cptype:5"	""
"ls:fr:node:35195"	"ls:fr:node:35194"	"ls:fr:cptype:5"	""
"ls:fr:node:32927"	"ls:fr:node:32926"	"ls:fr:cptype:6"	""
"ls:fr:node:45390"	"ls:fr:node:45389"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32752"	"ls:fr:node:32778"	"ls:fr:cptype:2"	""
"ls:fr:node:40981"	"ls:fr:node:40982"	"ls:fr:cptype:5"	""
"ls:fr:node:40981"	"ls:fr:node:40983"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:31141"	"ls:fr:node:46203"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32749"	"ls:fr:node:32775"	"ls:fr:cptype:2"	""
"ls:fr:node:44380"	"ls:fr:node:32680"	"ls:fr:cptype:5"	""
"ls:fr:node:28422"	"ls:fr:node:50432"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30609"	"ls:fr:node:50433"	"ls:fr:cptype:5"	""
"ls:fr:node:50434"	"ls:fr:node:29778"	"ls:fr:cptype:2"	""
"ls:fr:node:50435"	"ls:fr:node:29787"	"ls:fr:cptype:2"	""
"ls:fr:node:26492"	"ls:fr:node:41150"	"ls:fr:cptype:2"	""
"ls:fr:node:28970"	"ls:fr:node:45577"	"ls:fr:cptype:2"	""
"ls:fr:node:45430"	"ls:fr:node:29361"	"ls:fr:cptype:5"	""
"ls:fr:node:32664"	"ls:fr:node:41730"	"ls:fr:cptype:5"	""
"ls:fr:node:26905"	"ls:fr:node:30914"	"ls:fr:cptype:2"	""
"ls:fr:node:29809"	"ls:fr:node:43891"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29809"	"ls:fr:node:43892"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50334"	"ls:fr:node:29812"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45714"	"ls:fr:node:50436"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50437"	"ls:fr:node:29762"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50438"	"ls:fr:node:30944"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50438"	"ls:fr:node:29823"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26936"	"ls:fr:node:32888"	"ls:fr:cptype:5"	""
"ls:fr:node:29831"	"ls:fr:node:33183"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37858"	"ls:fr:node:37859"	"ls:fr:cptype:1"	""
"ls:fr:node:32985"	"ls:fr:node:32986"	"ls:fr:cptype:2"	""
"ls:fr:node:50442"	"ls:fr:node:32989"	"ls:fr:cptype:5"	""
"ls:fr:node:32986"	"ls:fr:node:50442"	"ls:fr:cptype:2"	""
"ls:fr:node:29862"	"ls:fr:node:31258"	"ls:fr:cptype:5"	""
"ls:fr:node:29860"	"ls:fr:node:31265"	"ls:fr:cptype:5"	""
"ls:fr:node:50444"	"ls:fr:node:27783"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26403"	"ls:fr:node:34059"	"ls:fr:cptype:2"	""
"ls:fr:node:32574"	"ls:fr:node:33443"	"ls:fr:cptype:4"	""
"ls:fr:node:30432"	"ls:fr:node:30433"	"ls:fr:cptype:5"	""
"ls:fr:node:30432"	"ls:fr:node:30434"	"ls:fr:cptype:5"	""
"ls:fr:node:27784"	"ls:fr:node:32886"	"ls:fr:cptype:5"	""
"ls:fr:node:27786"	"ls:fr:node:47779"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33292"	"ls:fr:node:33144"	"ls:fr:cptype:2"	""
"ls:fr:node:26269"	"ls:fr:node:50446"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29464"	"ls:fr:node:50447"	"ls:fr:cptype:2"	""
"ls:fr:node:48518"	"ls:fr:node:33306"	"ls:fr:cptype:5"	""
"ls:fr:node:45280"	"ls:fr:node:45282"	"ls:fr:cptype:5"	""
"ls:fr:node:45283"	"ls:fr:node:45284"	"ls:fr:cptype:5"	""
"ls:fr:node:27792"	"ls:fr:node:44993"	"ls:fr:cptype:5"	""
"ls:fr:node:39322"	"ls:fr:node:29063"	"ls:fr:cptype:5"	""
"ls:fr:node:27795"	"ls:fr:node:46514"	"ls:fr:cptype:5"	""
"ls:fr:node:27795"	"ls:fr:node:46515"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:50451"	"ls:fr:node:36645"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27796"	"ls:fr:node:30021"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35207"	"ls:fr:node:50285"	"ls:fr:cptype:2"	""
"ls:fr:node:50453"	"ls:fr:node:36640"	"ls:fr:cptype:5"	""
"ls:fr:node:33454"	"ls:fr:node:31708"	"ls:fr:cptype:5"	""
"ls:fr:node:26812"	"ls:fr:node:50455"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32051"	"ls:fr:node:50456"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:36000"	"ls:fr:node:42331"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29065"	"ls:fr:node:37312"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41349"	"ls:fr:node:35167"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41349"	"ls:fr:node:41350"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26649"	"ls:fr:node:50458"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29351"	"ls:fr:node:31218"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50460"	"ls:fr:node:50461"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29351"	"ls:fr:node:31226"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27144"	"ls:fr:node:50462"	"ls:fr:cptype:2"	""
"ls:fr:node:29351"	"ls:fr:node:31220"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31220"	"ls:fr:node:31219"	"ls:fr:cptype:5"	""
"ls:fr:node:41359"	"ls:fr:node:41671"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45461"	"ls:fr:node:48554"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48554"	"ls:fr:node:29068"	"ls:fr:cptype:5"	""
"ls:fr:node:45461"	"ls:fr:node:46950"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29071"	"ls:fr:node:44716"	"ls:fr:cptype:5"	""
"ls:fr:node:36701"	"ls:fr:node:36702"	"ls:fr:cptype:6"	""
"ls:fr:node:50466"	"ls:fr:node:45118"	"ls:fr:cptype:5"	""
"ls:fr:node:38814"	"ls:fr:node:38815"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29354"	"ls:fr:node:41533"	"ls:fr:cptype:5"	""
"ls:fr:node:29355"	"ls:fr:node:39251"	"ls:fr:cptype:2"	""
"ls:fr:node:27816"	"ls:fr:node:30028"	"ls:fr:cptype:5"	""
"ls:fr:node:35174"	"ls:fr:node:34185"	"ls:fr:cptype:5"	""
"ls:fr:node:29356"	"ls:fr:node:49348"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50469"	"ls:fr:node:50470"	"ls:fr:cptype:5"	""
"ls:fr:node:29356"	"ls:fr:node:43087"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29358"	"ls:fr:node:46252"	"ls:fr:cptype:5"	""
"ls:fr:node:42768"	"ls:fr:node:45991"	"ls:fr:cptype:1"	"ls:fr:cpstype:14"
"ls:fr:node:45884"	"ls:fr:node:46033"	"ls:fr:cptype:1"	"ls:fr:cpstype:14"
"ls:fr:node:29076"	"ls:fr:node:40206"	"ls:fr:cptype:2"	""
"ls:fr:node:29078"	"ls:fr:node:44447"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27320"	"ls:fr:node:50472"	"ls:fr:cptype:4"	""
"ls:fr:node:28745"	"ls:fr:node:50473"	"ls:fr:cptype:5"	""
"ls:fr:node:39608"	"ls:fr:node:39607"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:36114"	"ls:fr:node:36119"	"ls:fr:cptype:5"	""
"ls:fr:node:30842"	"ls:fr:node:30843"	"ls:fr:cptype:8"	""
"ls:fr:node:27817"	"ls:fr:node:50477"	"ls:fr:cptype:5"	""
"ls:fr:node:29361"	"ls:fr:node:44106"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35814"	"ls:fr:node:35815"	"ls:fr:cptype:5"	""
"ls:fr:node:35810"	"ls:fr:node:35825"	"ls:fr:cptype:5"	""
"ls:fr:node:29079"	"ls:fr:node:46873"	"ls:fr:cptype:1"	""
"ls:fr:node:45663"	"ls:fr:node:45664"	"ls:fr:cptype:1"	""
"ls:fr:node:27851"	"ls:fr:node:30863"	"ls:fr:cptype:5"	""
"ls:fr:node:29080"	"ls:fr:node:38047"	"ls:fr:cptype:5"	""
"ls:fr:node:29080"	"ls:fr:node:33220"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27851"	"ls:fr:node:30862"	"ls:fr:cptype:2"	""
"ls:fr:node:41455"	"ls:fr:node:41654"	"ls:fr:cptype:2"	""
"ls:fr:node:41359"	"ls:fr:node:40773"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41362"	"ls:fr:node:41360"	"ls:fr:cptype:2"	""
"ls:fr:node:40773"	"ls:fr:node:27580"	"ls:fr:cptype:5"	""
"ls:fr:node:40773"	"ls:fr:node:42014"	"ls:fr:cptype:4"	""
"ls:fr:node:41359"	"ls:fr:node:41455"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41455"	"ls:fr:node:41361"	"ls:fr:cptype:5"	""
"ls:fr:node:41359"	"ls:fr:node:41362"	"ls:fr:cptype:2"	""
"ls:fr:node:40773"	"ls:fr:node:41411"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41359"	"ls:fr:node:39068"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41663"	"ls:fr:node:41712"	"ls:fr:cptype:2"	""
"ls:fr:node:41359"	"ls:fr:node:41423"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41359"	"ls:fr:node:41431"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50479"	"ls:fr:node:29366"	"ls:fr:cptype:2"	""
"ls:fr:node:41359"	"ls:fr:node:38494"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41411"	"ls:fr:node:41412"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41359"	"ls:fr:node:41663"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50489"	"ls:fr:node:50493"	"ls:fr:cptype:2"	""
"ls:fr:node:50494"	"ls:fr:node:49170"	"ls:fr:cptype:5"	""
"ls:fr:node:50494"	"ls:fr:node:50495"	"ls:fr:cptype:2"	""
"ls:fr:node:29711"	"ls:fr:node:50496"	"ls:fr:cptype:5"	""
"ls:fr:node:29711"	"ls:fr:node:50497"	"ls:fr:cptype:2"	""
"ls:fr:node:50498"	"ls:fr:node:49175"	"ls:fr:cptype:5"	""
"ls:fr:node:50498"	"ls:fr:node:50499"	"ls:fr:cptype:2"	""
"ls:fr:node:46701"	"ls:fr:node:29384"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50492"	"ls:fr:node:50501"	"ls:fr:cptype:2"	""
"ls:fr:node:50502"	"ls:fr:node:45652"	"ls:fr:cptype:5"	""
"ls:fr:node:50502"	"ls:fr:node:50503"	"ls:fr:cptype:2"	""
"ls:fr:node:50504"	"ls:fr:node:45653"	"ls:fr:cptype:5"	""
"ls:fr:node:50504"	"ls:fr:node:50505"	"ls:fr:cptype:2"	""
"ls:fr:node:50506"	"ls:fr:node:45651"	"ls:fr:cptype:5"	""
"ls:fr:node:50506"	"ls:fr:node:50507"	"ls:fr:cptype:2"	""
"ls:fr:node:50508"	"ls:fr:node:45654"	"ls:fr:cptype:5"	""
"ls:fr:node:37015"	"ls:fr:node:46105"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50322"	"ls:fr:node:44665"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44665"	"ls:fr:node:50509"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44665"	"ls:fr:node:50482"	"ls:fr:cptype:5"	""
"ls:fr:node:50488"	"ls:fr:node:50510"	"ls:fr:cptype:2"	""
"ls:fr:node:50508"	"ls:fr:node:50512"	"ls:fr:cptype:2"	""
"ls:fr:node:38963"	"ls:fr:node:38945"	"ls:fr:cptype:5"	""
"ls:fr:node:36997"	"ls:fr:node:38963"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29084"	"ls:fr:node:46428"	"ls:fr:cptype:5"	""
"ls:fr:node:30449"	"ls:fr:node:50513"	"ls:fr:cptype:5"	""
"ls:fr:node:29389"	"ls:fr:node:48181"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29391"	"ls:fr:node:47559"	"ls:fr:cptype:5"	""
"ls:fr:node:36791"	"ls:fr:node:36792"	"ls:fr:cptype:6"	""
"ls:fr:node:29391"	"ls:fr:node:39001"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29391"	"ls:fr:node:39002"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50515"	"ls:fr:node:36999"	"ls:fr:cptype:5"	""
"ls:fr:node:50515"	"ls:fr:node:48201"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41314"	"ls:fr:node:50516"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:36794"	"ls:fr:node:48957"	"ls:fr:cptype:2"	""
"ls:fr:node:38990"	"ls:fr:node:42004"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37058"	"ls:fr:node:38597"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37058"	"ls:fr:node:44936"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50517"	"ls:fr:node:45918"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29090"	"ls:fr:node:48552"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48552"	"ls:fr:node:48548"	"ls:fr:cptype:5"	""
"ls:fr:node:29090"	"ls:fr:node:45387"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29394"	"ls:fr:node:30338"	"ls:fr:cptype:5"	""
"ls:fr:node:29394"	"ls:fr:node:30339"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29394"	"ls:fr:node:43233"	"ls:fr:cptype:1"	"ls:fr:cpstype:6"
"ls:fr:node:37072"	"ls:fr:node:43067"	"ls:fr:cptype:5"	""
"ls:fr:node:29395"	"ls:fr:node:37072"	"ls:fr:cptype:5"	""
"ls:fr:node:29398"	"ls:fr:node:49179"	"ls:fr:cptype:2"	""
"ls:fr:node:48632"	"ls:fr:node:50518"	"ls:fr:cptype:5"	""
"ls:fr:node:29092"	"ls:fr:node:47530"	"ls:fr:cptype:5"	""
"ls:fr:node:29092"	"ls:fr:node:38827"	"ls:fr:cptype:1"	""
"ls:fr:node:38978"	"ls:fr:node:38855"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38855"	"ls:fr:node:38848"	"ls:fr:cptype:5"	""
"ls:fr:node:29922"	"ls:fr:node:33700"	"ls:fr:cptype:5"	""
"ls:fr:node:38999"	"ls:fr:node:39000"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38999"	"ls:fr:node:39116"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:38999"	"ls:fr:node:39007"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48913"	"ls:fr:node:50355"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29097"	"ls:fr:node:33086"	"ls:fr:cptype:2"	""
"ls:fr:node:27699"	"ls:fr:node:44964"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:29098"	"ls:fr:node:38994"	"ls:fr:cptype:5"	""
"ls:fr:node:29098"	"ls:fr:node:31075"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29098"	"ls:fr:node:31077"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:29098"	"ls:fr:node:31076"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:39895"	"ls:fr:node:36883"	"ls:fr:cptype:2"	""
"ls:fr:node:29101"	"ls:fr:node:39894"	"ls:fr:cptype:2"	"ls:fr:cpstype:5"
"ls:fr:node:29407"	"ls:fr:node:43112"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29407"	"ls:fr:node:42854"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37193"	"ls:fr:node:45656"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29102"	"ls:fr:node:49147"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29102"	"ls:fr:node:38558"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29102"	"ls:fr:node:49572"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:36886"	"ls:fr:node:43748"	"ls:fr:cptype:5"	""
"ls:fr:node:36886"	"ls:fr:node:43744"	"ls:fr:cptype:2"	""
"ls:fr:node:29105"	"ls:fr:node:41175"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29106"	"ls:fr:node:40291"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35917"	"ls:fr:node:45467"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29410"	"ls:fr:node:30566"	"ls:fr:cptype:2"	""
"ls:fr:node:29410"	"ls:fr:node:30567"	"ls:fr:cptype:5"	""
"ls:fr:node:30566"	"ls:fr:node:30568"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50521"	"ls:fr:node:29094"	"ls:fr:cptype:5"	""
"ls:fr:node:27700"	"ls:fr:node:41313"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41313"	"ls:fr:node:39644"	"ls:fr:cptype:5"	""
"ls:fr:node:27700"	"ls:fr:node:47546"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50523"	"ls:fr:node:29104"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37228"	"ls:fr:node:47594"	"ls:fr:cptype:2"	""
"ls:fr:node:47594"	"ls:fr:node:47595"	"ls:fr:cptype:5"	""
"ls:fr:node:44839"	"ls:fr:node:44850"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30584"	"ls:fr:node:30585"	"ls:fr:cptype:5"	""
"ls:fr:node:30584"	"ls:fr:node:29413"	"ls:fr:cptype:5"	""
"ls:fr:node:29413"	"ls:fr:node:30586"	"ls:fr:cptype:2"	""
"ls:fr:node:39529"	"ls:fr:node:48476"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27703"	"ls:fr:node:35767"	"ls:fr:cptype:9"	""
"ls:fr:node:27704"	"ls:fr:node:35769"	"ls:fr:cptype:6"	""
"ls:fr:node:27704"	"ls:fr:node:35784"	"ls:fr:cptype:5"	""
"ls:fr:node:29109"	"ls:fr:node:46097"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35779"	"ls:fr:node:35777"	"ls:fr:cptype:6"	""
"ls:fr:node:37003"	"ls:fr:node:44618"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38297"	"ls:fr:node:29414"	"ls:fr:cptype:5"	""
"ls:fr:node:29113"	"ls:fr:node:44389"	"ls:fr:cptype:5"	""
"ls:fr:node:29113"	"ls:fr:node:37010"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35783"	"ls:fr:node:35785"	"ls:fr:cptype:5"	""
"ls:fr:node:35783"	"ls:fr:node:35771"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42272"	"ls:fr:node:33243"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29561"	"ls:fr:node:50529"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50528"	"ls:fr:node:35776"	"ls:fr:cptype:4"	""
"ls:fr:node:28558"	"ls:fr:node:44298"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28558"	"ls:fr:node:50530"	"ls:fr:cptype:5"	""
"ls:fr:node:49363"	"ls:fr:node:44408"	"ls:fr:cptype:5"	""
"ls:fr:node:49363"	"ls:fr:node:50291"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45683"	"ls:fr:node:29416"	"ls:fr:cptype:5"	""
"ls:fr:node:29416"	"ls:fr:node:32398"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:29114"	"ls:fr:node:41659"	"ls:fr:cptype:4"	""
"ls:fr:node:47082"	"ls:fr:node:50536"	"ls:fr:cptype:5"	""
"ls:fr:node:48953"	"ls:fr:node:29876"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27709"	"ls:fr:node:33685"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27603"	"ls:fr:node:30799"	"ls:fr:cptype:5"	""
"ls:fr:node:27711"	"ls:fr:node:43080"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:44611"	"ls:fr:node:29110"	"ls:fr:cptype:5"	""
"ls:fr:node:44611"	"ls:fr:node:49308"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27821"	"ls:fr:node:30031"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50541"	"ls:fr:node:29111"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:46422"	"ls:fr:node:50542"	"ls:fr:cptype:2"	""
"ls:fr:node:27605"	"ls:fr:node:45353"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50543"	"ls:fr:node:28324"	"ls:fr:cptype:5"	""
"ls:fr:node:40694"	"ls:fr:node:45027"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27607"	"ls:fr:node:38646"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27857"	"ls:fr:node:30036"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50545"	"ls:fr:node:37025"	"ls:fr:cptype:5"	""
"ls:fr:node:50548"	"ls:fr:node:41781"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50550"	"ls:fr:node:29424"	"ls:fr:cptype:5"	""
"ls:fr:node:45319"	"ls:fr:node:50552"	"ls:fr:cptype:5"	""
"ls:fr:node:50553"	"ls:fr:node:29466"	"ls:fr:cptype:5"	""
"ls:fr:node:50554"	"ls:fr:node:27610"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27619"	"ls:fr:node:49195"	"ls:fr:cptype:1"	""
"ls:fr:node:35630"	"ls:fr:node:27608"	"ls:fr:cptype:8"	""
"ls:fr:node:37032"	"ls:fr:node:27955"	"ls:fr:cptype:2"	""
"ls:fr:node:43784"	"ls:fr:node:50557"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37706"	"ls:fr:node:38835"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30908"	"ls:fr:node:27713"	"ls:fr:cptype:2"	""
"ls:fr:node:27713"	"ls:fr:node:30909"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30909"	"ls:fr:node:30910"	"ls:fr:cptype:5"	""
"ls:fr:node:30908"	"ls:fr:node:30911"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30911"	"ls:fr:node:30912"	"ls:fr:cptype:5"	""
"ls:fr:node:45737"	"ls:fr:node:27714"	"ls:fr:cptype:2"	""
"ls:fr:node:27715"	"ls:fr:node:34854"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:27834"	"ls:fr:node:30035"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27717"	"ls:fr:node:33139"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29320"	"ls:fr:node:50561"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35693"	"ls:fr:node:35694"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:35695"	"ls:fr:node:42061"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:50561"	"ls:fr:node:43196"	"ls:fr:cptype:5"	""
"ls:fr:node:29425"	"ls:fr:node:50564"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27843"	"ls:fr:node:46134"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35931"	"ls:fr:node:50566"	"ls:fr:cptype:6"	""
"ls:fr:node:35861"	"ls:fr:node:38792"	"ls:fr:cptype:5"	""
"ls:fr:node:27856"	"ls:fr:node:41484"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:40887"	"ls:fr:node:37079"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41462"	"ls:fr:node:27844"	"ls:fr:cptype:5"	""
"ls:fr:node:40884"	"ls:fr:node:40885"	"ls:fr:cptype:2"	""
"ls:fr:node:40884"	"ls:fr:node:37076"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27721"	"ls:fr:node:33437"	"ls:fr:cptype:5"	""
"ls:fr:node:27721"	"ls:fr:node:33438"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:27623"	"ls:fr:node:29962"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35370"	"ls:fr:node:45474"	"ls:fr:cptype:8"	""
"ls:fr:node:29127"	"ls:fr:node:41820"	"ls:fr:cptype:2"	""
